Status,Reason,PDF_Page,Printed_Page,Entry,Raw_Form_POS,Form,POS,Definition,Mean_Confidence,Low_Confidence_Tokens,Entry_Key,Emitted_Keys,Rejected_Forms,Review_Flags
verified,Corrected an OCR breve-for-j confusion.,164,156,28,bəğjji F.,bəjji,F.,a preparation.,74.42,bəğjji,ghatage-kasargod1970:p156:e28,ghatage-kasargod1970:p156:e28,,low-confidence human-corrected
ocr_unreviewed,source transcription requires human verification,164,156,29,bəțtațe N.,bəțtațe,N.,potato.,72.68,bəțtațe,ghatage-kasargod1970:p156:e29,ghatage-kasargod1970:p156:e29,,low-confidence
ocr_unreviewed,source transcription requires human verification,164,156,30,bəțani N.,bəțani,N.,pea.,75.79,bəțani,ghatage-kasargod1970:p156:e30,ghatage-kasargod1970:p156:e30,,low-confidence
ocr_unreviewed,source transcription requires human verification,164,156,31,bəniyani N.,bəniyani,N.,underwear.,92.69,,ghatage-kasargod1970:p156:e31,ghatage-kasargod1970:p156:e31,,
ocr_unreviewed,source transcription requires human verification,164,156,32,bəndəri.,bəndəri.,,"harbour,",79.98,,ghatage-kasargod1970:p156:e32,ghatage-kasargod1970:p156:e32,,
ocr_unreviewed,source transcription requires human verification,164,156,33,bəndi Adj.,bəndi,Adj.,shut.,93.96,,ghatage-kasargod1970:p156:e33,ghatage-kasargod1970:p156:e33,,
ocr_unreviewed,source transcription requires human verification,164,156,34,bəyaykəri Adj.,bəyaykəri,Adj.,terrible.,86.94,,ghatage-kasargod1970:p156:e34,ghatage-kasargod1970:p156:e34,,
ocr_unreviewed,source transcription requires human verification,164,156,35,bərni F.,bərni,F.,jar.,94.96,,ghatage-kasargod1970:p156:e35,ghatage-kasargod1970:p156:e35,,
ocr_unreviewed,source transcription requires human verification,164,156,36,bəlišțta Adj.,bəlišțta,Adj.,"powerful, strong.",79.76,bəlišțta,ghatage-kasargod1970:p156:e36,ghatage-kasargod1970:p156:e36,,low-confidence
verified,Seeded audit correction of both head and gloss OCR.,164,156,37,bəssi N.,bəssɨ,N.,bus.,85.46,,ghatage-kasargod1970:p156:e37,ghatage-kasargod1970:p156:e37,,human-corrected
ocr_unreviewed,source transcription requires human verification,164,156,38,biddi Adj.,biddi,Adj.,blunt.,89.38,,ghatage-kasargod1970:p156:e38,ghatage-kasargod1970:p156:e38,,
ocr_unreviewed,source transcription requires human verification,165,157,1,bagle Adj.,bagle,Adj.,"tired,",92.10,,ghatage-kasargod1970:p157:e1,ghatage-kasargod1970:p157:e1,,
ocr_unreviewed,source transcription requires human verification,165,157,2,baggou V.,baggou,V.,to bend.,94.19,,ghatage-kasargod1970:p157:e2,ghatage-kasargod1970:p157:e2,,
ocr_unreviewed,source transcription requires human verification,165,157,3,baygart N.,baygart,N.,"gold,",75.90,baygart,ghatage-kasargod1970:p157:e3,ghatage-kasargod1970:p157:e3,,low-confidence
ocr_unreviewed,source transcription requires human verification,165,157,4,bačav kərt V.,bačav kərt,V.,to heal.,86.04,,ghatage-kasargod1970:p157:e4,ghatage-kasargod1970:p157:e4,,
ocr_unreviewed,source transcription requires human verification,165,157,5,bačči N.,bačči,N.,"sister's daughter,",71.77,sister's,ghatage-kasargod1970:p157:e5,ghatage-kasargod1970:p157:e5,,low-confidence
ocr_unreviewed,source transcription requires human verification,165,157,6,baččə M.,baččə,M.,sister’s son.,86.58,,ghatage-kasargod1970:p157:e6,ghatage-kasargod1970:p157:e6,,
ocr_unreviewed,source transcription requires human verification,165,157,7,baņdeli N.,baņdeli,N.,"cave,",91.19,,ghatage-kasargod1970:p157:e7,ghatage-kasargod1970:p157:e7,,
ocr_unreviewed,source transcription requires human verification,165,157,8,badalpou V.,badalpou,V.,"to cause to change,",94.62,,ghatage-kasargod1970:p157:e8,ghatage-kasargod1970:p157:e8,,
verified,Recovered a POS misread as a capital Y.,165,157,9,bandou Y.,bandou,V.,to build.,91.41,,ghatage-kasargod1970:p157:e9,ghatage-kasargod1970:p157:e9,,human-corrected
ocr_unreviewed,source transcription requires human verification,165,157,10,bappaykayi M.,bappaykayi,M.,"papaw,",83.84,,ghatage-kasargod1970:p157:e10,ghatage-kasargod1970:p157:e10,,
ocr_unreviewed,source transcription requires human verification,165,157,11,baba M.,baba,M.,father.,94.53,,ghatage-kasargod1970:p157:e11,ghatage-kasargod1970:p157:e11,,
ocr_unreviewed,source transcription requires human verification,165,157,12,baysarit V.,baysarit,V.,"to come out,",84.95,baysarit,ghatage-kasargod1970:p157:e12,ghatage-kasargod1970:p157:e12,,low-confidence
ocr_unreviewed,source transcription requires human verification,165,157,13,baya:ku N.,baya:ku,N.,woman.,94.42,,ghatage-kasargod1970:p157:e13,ghatage-kasargod1970:p157:e13,,
ocr_unreviewed,source transcription requires human verification,165,157,14,bãvu ~ bã:vi F.,bãvu ~ bã:vi,F.,well.,84.15,,ghatage-kasargod1970:p157:e14,ghatage-kasargod1970:p157:e14|ghatage-kasargod1970:p157:e14:variant:1,,
ocr_unreviewed,source transcription requires human verification,165,157,15,bavo M.,bavo,M.,material uncle’s son.,93.52,,ghatage-kasargod1970:p157:e15,ghatage-kasargod1970:p157:e15,,
ocr_unreviewed,source transcription requires human verification,165,157,16,bašantəri kəri V.,bašantəri kəri,V.,"to transiate,",77.73,kəri,ghatage-kasargod1970:p157:e16,ghatage-kasargod1970:p157:e16,,low-confidence
ocr_unreviewed,source transcription requires human verification,165,157,17,ba:i F.,ba:i,F.,"mother,",91.94,,ghatage-kasargod1970:p157:e17,ghatage-kasargod1970:p157:e17,,
ocr_unreviewed,source transcription requires human verification,165,157,18,ba:u M.,ba:u,M.,brother.,87.87,,ghatage-kasargod1970:p157:e18,ghatage-kasargod1970:p157:e18,,
ocr_unreviewed,source transcription requires human verification,165,157,19,ba:ki.,ba:ki.,,remaining.,86.33,,ghatage-kasargod1970:p157:e19,ghatage-kasargod1970:p157:e19,,
ocr_unreviewed,source transcription requires human verification,165,157,20,ba:kri F.,ba:kri,F.,broad.,91.51,,ghatage-kasargod1970:p157:e20,ghatage-kasargod1970:p157:e20,,
ocr_unreviewed,source transcription requires human verification,165,157,21,ba:gi V.,ba:gi,V.,to fire.,91.67,,ghatage-kasargod1970:p157:e21,ghatage-kasargod1970:p157:e21,,
ocr_unreviewed,source transcription requires human verification,165,157,22,ba:ygoli F.,ba:ygoli,F.,"parting of the hari,",86.30,ba:ygoli,ghatage-kasargod1970:p157:e22,ghatage-kasargod1970:p157:e22,,low-confidence
ocr_unreviewed,source transcription requires human verification,165,157,23,ba:jt V.,ba:jt,V.,"to roast, to bake.",91.68,,ghatage-kasargod1970:p157:e23,ghatage-kasargod1970:p157:e23,,
ocr_unreviewed,source transcription requires human verification,165,157,24,ba:jt F.,ba:jt,F.,vegetable.,71.63,ba:jt,ghatage-kasargod1970:p157:e24,ghatage-kasargod1970:p157:e24,,low-confidence
ocr_unreviewed,source transcription requires human verification,165,157,25,ba:dpł V.,ba:dpł,V.,to fade.,82.18,ba:dpł,ghatage-kasargod1970:p157:e25,ghatage-kasargod1970:p157:e25,,low-confidence
ocr_unreviewed,source transcription requires human verification,165,157,26,ba:ti V.,ba:ti,V.,"paddy, rice.",88.26,,ghatage-kasargod1970:p157:e26,ghatage-kasargod1970:p157:e26,,
ocr_unreviewed,source transcription requires human verification,165,157,27,ba:dkoli N.,ba:dkoli,N.,duck.,89.41,,ghatage-kasargod1970:p157:e27,ghatage-kasargod1970:p157:e27,,
ocr_unreviewed,source transcription requires human verification,165,157,28,ba:nti F.,ba:nti,F.,hay.,89.53,,ghatage-kasargod1970:p157:e28,ghatage-kasargod1970:p157:e28,,
verified,Recovered a POS misread as a capital Y and the final central vowel.,165,157,29,ba:ndi Y.,ba:ndɨ,V.,"to tie, to build.",84.98,,ghatage-kasargod1970:p157:e29,ghatage-kasargod1970:p157:e29,,human-corrected
ocr_unreviewed,source transcription requires human verification,165,157,30,ba:ndi M.,ba:ndi,M.,rope.,90.93,,ghatage-kasargod1970:p157:e30,ghatage-kasargod1970:p157:e30,,
ocr_unreviewed,source transcription requires human verification,165,157,31,ba:muņu M.,ba:muņu,M.,Brahmin.,94.88,,ghatage-kasargod1970:p157:e31,ghatage-kasargod1970:p157:e31,,
ocr_unreviewed,source transcription requires human verification,165,157,32,bayri Adv.,bayri,Adv.,outside.,88.68,,ghatage-kasargod1970:p157:e32,ghatage-kasargod1970:p157:e32,,
ocr_unreviewed,source transcription requires human verification,165,157,33,ba:yli N.,ba:yli,N.,"wife,",90.34,,ghatage-kasargod1970:p157:e33,ghatage-kasargod1970:p157:e33,,
ocr_unreviewed,source transcription requires human verification,165,157,34,ba:rli N.,ba:rli,N.,barley.,90.40,,ghatage-kasargod1970:p157:e34,ghatage-kasargod1970:p157:e34,,
ocr_unreviewed,source transcription requires human verification,165,157,35,ba:li F.,ba:li,F.,"razor, sword.",93.11,,ghatage-kasargod1970:p157:e35,ghatage-kasargod1970:p157:e35,,
ocr_unreviewed,source transcription requires human verification,165,157,36,ba:ldi F.,ba:ldi,F.,bucket.,84.46,,ghatage-kasargod1970:p157:e36,ghatage-kasargod1970:p157:e36,,
verified,Removed a spurious prefix and reverse-page bleed.,165,157,37,#ba:veli N.,ba:veli,N.,bat.,59.62,#ba:veli | x,ghatage-kasargod1970:p157:e37,ghatage-kasargod1970:p157:e37,,low-confidence suspicious-character human-corrected
ocr_unreviewed,source transcription requires human verification,165,157,38,ba:ve N.,ba:ve,N.,cream.,90.99,,ghatage-kasargod1970:p157:e38,ghatage-kasargod1970:p157:e38,,
ocr_unreviewed,source transcription requires human verification,166,158,1,bigeče a:tł M.,bigeče a:tł,M.,key.,78.72,bigeče,ghatage-kasargod1970:p158:e1,ghatage-kasargod1970:p158:e1,,low-confidence
ocr_unreviewed,source transcription requires human verification,166,158,2,bijou V.,bijou,V.,to soak.,86.82,bijou,ghatage-kasargod1970:p158:e2,ghatage-kasargod1970:p158:e2,,low-confidence
ocr_unreviewed,source transcription requires human verification,166,158,3,bidi'o:di V.,bidi'o:di,V.,to smoke.,91.43,,ghatage-kasargod1970:p158:e3,ghatage-kasargod1970:p158:e3,,
verified,Corrected an OCR thorn-for-b confusion and recovered the final vowel.,166,158,4,þittəli N.,bittəlɨ,N.,fence.,80.01,þittəli,ghatage-kasargod1970:p158:e4,ghatage-kasargod1970:p158:e4,,low-confidence human-corrected
verified,Corrected an OCR thorn-for-b confusion.,166,158,5,þitturu.,bitturu,,"in, inside.",85.24,,ghatage-kasargod1970:p158:e5,ghatage-kasargod1970:p158:e5,,human-corrected
ocr_unreviewed,source transcription requires human verification,166,158,6,bida:ri N.,bida:ri,N.,hut.,94.34,,ghatage-kasargod1970:p158:e6,ghatage-kasargod1970:p158:e6,,
ocr_unreviewed,source transcription requires human verification,166,158,7,bintrə Adj.,bintrə,Adj.,timid.,93.00,,ghatage-kasargod1970:p158:e7,ghatage-kasargod1970:p158:e7,,
ocr_unreviewed,source transcription requires human verification,166,158,8,"biyeri F,",biyeri,F.,floor.,91.23,,ghatage-kasargod1970:p158:e8,ghatage-kasargod1970:p158:e8,,
ocr_unreviewed,source transcription requires human verification,166,158,9,biyənče M.,biyənče,M.,fear.,91.54,,ghatage-kasargod1970:p158:e9,ghatage-kasargod1970:p158:e9,,
ocr_unreviewed,source transcription requires human verification,166,158,10,birudu.,birudu.,,title.,87.01,,ghatage-kasargod1970:p158:e10,ghatage-kasargod1970:p158:e10,,
ocr_unreviewed,source transcription requires human verification,166,158,11,billi M.,billi,M.,bow.,95.36,,ghatage-kasargod1970:p158:e11,ghatage-kasargod1970:p158:e11,,
ocr_unreviewed,source transcription requires human verification,166,158,12,biskuțu N.,biskuțu,N.,biscuit.,86.57,,ghatage-kasargod1970:p158:e12,ghatage-kasargod1970:p158:e12,,
ocr_unreviewed,source transcription requires human verification,166,158,13,bi F. à,bi,F.,nut.,76.47,à,ghatage-kasargod1970:p158:e13,ghatage-kasargod1970:p158:e13,,low-confidence trailing-noise
ocr_unreviewed,source transcription requires human verification,166,158,14,bi F.N.,bi,F.N.,seed.,94.95,,ghatage-kasargod1970:p158:e14,ghatage-kasargod1970:p158:e14,,
verified,Recovered a head and POS whose characters were joined by OCR.,166,158,15,BLIV,bi,V.,to fear.,71.18,BLIV,ghatage-kasargod1970:p158:e15,ghatage-kasargod1970:p158:e15,,low-confidence human-corrected
ocr_unreviewed,source transcription requires human verification,166,158,16,bi: kuņu M.,bi: kuņu,M.,bug.,82.54,,ghatage-kasargod1970:p158:e16,ghatage-kasargod1970:p158:e16,,
ocr_unreviewed,source transcription requires human verification,166,158,17,bi: gə M.,bi: gə,M.,lock.,49.68,bi: | gə,ghatage-kasargod1970:p158:e17,ghatage-kasargod1970:p158:e17,,low-confidence
ocr_unreviewed,source transcription requires human verification,166,158,18,bi:ņe N.,bi:ņe,N.,roots of banyan tree.,94.39,,ghatage-kasargod1970:p158:e18,ghatage-kasargod1970:p158:e18,,
ocr_unreviewed,source transcription requires human verification,166,158,19,bi:li N.,bi:li,N.,hole.,78.43,bi:li,ghatage-kasargod1970:p158:e19,ghatage-kasargod1970:p158:e19,,low-confidence
ocr_unreviewed,source transcription requires human verification,166,158,20,bukku M.,bukku,M.,hunger.,93.94,,ghatage-kasargod1970:p158:e20,ghatage-kasargod1970:p158:e20,,
verified,Recovered the velar nasal in both alternatives.,166,158,21,bunka ~ bþu:gyka F.,buŋka ~ bu:ŋka,F.,land.,60.86,bunka | bþu:gyka,ghatage-kasargod1970:p158:e21,ghatage-kasargod1970:p158:e21|ghatage-kasargod1970:p158:e21:variant:1,,low-confidence human-corrected
ocr_unreviewed,source transcription requires human verification,166,158,22,bujo M.,bujo,M.,shoulder.,74.20,bujo,ghatage-kasargod1970:p158:e22,ghatage-kasargod1970:p158:e22,,low-confidence
ocr_unreviewed,source transcription requires human verification,166,158,23,budari N.,budari,N.,rented house.,92.85,,ghatage-kasargod1970:p158:e23,ghatage-kasargod1970:p158:e23,,
ocr_unreviewed,source transcription requires human verification,166,158,24,budvari M.,budvari,M.,Wednesday.,93.75,,ghatage-kasargod1970:p158:e24,ghatage-kasargod1970:p158:e24,,
ocr_unreviewed,source transcription requires human verification,166,158,25,bu: kampa N.,bu: kampa,N.,earth-quake.,59.17,bu: | kampa,ghatage-kasargod1970:p158:e25,ghatage-kasargod1970:p158:e25,,low-confidence
ocr_unreviewed,source transcription requires human verification,166,158,26,bu:ku M.N.,bu:ku,M.N.,book.,92.87,,ghatage-kasargod1970:p158:e26,ghatage-kasargod1970:p158:e26,,
ocr_unreviewed,source transcription requires human verification,166,158,27,bu: jki V.,bu: jki,V.,to bark.,87.36,jki,ghatage-kasargod1970:p158:e27,ghatage-kasargod1970:p158:e27,,low-confidence
verified,Recovered the velar nasal from the source image.,166,158,28,bu: ġka F.,bu:ŋka,F.,"land, earth.",90.07,,ghatage-kasargod1970:p158:e28,ghatage-kasargod1970:p158:e28,,human-corrected
ocr_unreviewed,source transcription requires human verification,166,158,29,hutsi M.,hutsi,M.,boot.,75.99,hutsi,ghatage-kasargod1970:p158:e29,ghatage-kasargod1970:p158:e29,,low-confidence
ocr_unreviewed,source transcription requires human verification,166,158,30,bu:di V.,bu:di,V.,"to sink,",87.08,,ghatage-kasargod1970:p158:e30,ghatage-kasargod1970:p158:e30,,
ocr_unreviewed,source transcription requires human verification,166,158,31,beiņi be:yņi N.,beiņi be:yņi,N.,sister.,91.41,,ghatage-kasargod1970:p158:e31,ghatage-kasargod1970:p158:e31,,
ocr_unreviewed,source transcription requires human verification,166,158,32,beņdkayi N.,beņdkayi,N.,a vegetable.,90.87,,ghatage-kasargod1970:p158:e32,ghatage-kasargod1970:p158:e32,,
ocr_unreviewed,source transcription requires human verification,166,158,33,beņņi F.,beņņi,F.,sowing.,81.30,beņņi,ghatage-kasargod1970:p158:e33,ghatage-kasargod1970:p158:e33,,low-confidence
ocr_unreviewed,source transcription requires human verification,166,158,34,benči F.,benči,F.,"cot, bench.",94.70,,ghatage-kasargod1970:p158:e34,ghatage-kasargod1970:p158:e34,,
ocr_unreviewed,source transcription requires human verification,166,158,35,berou V.,berou,V.,to write.,95.67,,ghatage-kasargod1970:p158:e35,ghatage-kasargod1970:p158:e35,,
ocr_unreviewed,source transcription requires human verification,166,158,36,berke ~ bsrke.,berke ~ bsrke.,,"mixture,",80.09,,ghatage-kasargod1970:p158:e36,ghatage-kasargod1970:p158:e36|ghatage-kasargod1970:p158:e36:variant:1,,
ocr_unreviewed,source transcription requires human verification,166,158,37,berks kə:ri V.,berks kə:ri,V.,to mix.,89.49,,ghatage-kasargod1970:p158:e37,ghatage-kasargod1970:p158:e37,,
ocr_unreviewed,source transcription requires human verification,166,158,38,bestvari M.,bestvari,M.,Thursday.,94.24,,ghatage-kasargod1970:p158:e38,ghatage-kasargod1970:p158:e38,,
ocr_unreviewed,source transcription requires human verification,167,159,1,be: gini.,be: gini.,,quickly.,95.36,,ghatage-kasargod1970:p159:e1,ghatage-kasargod1970:p159:e1,,
verified,Removed reverse-page bleed and recovered the velar nasal and low front vowel.,167,159,2,be:ykre N.,be:ŋkrɛ,N.,black-buck.,64.81,be:ykre | ý,ghatage-kasargod1970:p159:e2,ghatage-kasargod1970:p159:e2,,low-confidence human-corrected
ocr_unreviewed,source transcription requires human verification,167,159,3,be:di F.,be:di,F.,gun.,76.97,be:di,ghatage-kasargod1970:p159:e3,ghatage-kasargod1970:p159:e3,,low-confidence
ocr_unreviewed,source transcription requires human verification,167,159,4,be:yņi N.,be:yņi,N.,"sister,",86.01,,ghatage-kasargod1970:p159:e4,ghatage-kasargod1970:p159:e4,,
ocr_unreviewed,source transcription requires human verification,167,159,5,be:ylit M.,be:ylit,M.,bull.,70.57,be:ylit,ghatage-kasargod1970:p159:e5,ghatage-kasargod1970:p159:e5,,low-confidence
ocr_unreviewed,source transcription requires human verification,167,159,6,bellantotti.,bellantotti.,,"belt, girdle,",79.51,bellantotti,ghatage-kasargod1970:p159:e6,ghatage-kasargod1970:p159:e6,,low-confidence
ocr_unreviewed,source transcription requires human verification,167,159,7,beclti- N:,beclti-,N.,cinamon.,61.17,beclti-,ghatage-kasargod1970:p159:e7,ghatage-kasargod1970:p159:e7,,low-confidence
ocr_unreviewed,source transcription requires human verification,167,159,8,boy zudo M.,boy zudo,M.,bud.,73.11,zudo,ghatage-kasargod1970:p159:e8,ghatage-kasargod1970:p159:e8,,low-confidence
ocr_unreviewed,source transcription requires human verification,167,159,9,bottu N.,bottu,N.,scent.,95.00,,ghatage-kasargod1970:p159:e9,ghatage-kasargod1970:p159:e9,,
ocr_unreviewed,source transcription requires human verification,167,159,10,bodki V.,bodki,V.,to live.,94.72,,ghatage-kasargod1970:p159:e10,ghatage-kasargod1970:p159:e10,,
