Status,Reason,PDF_Page,Printed_Page,Entry,Raw_Form_POS,Form,POS,Definition,Mean_Confidence,Low_Confidence_Tokens,Entry_Key,Emitted_Keys,Rejected_Forms,Review_Flags
ocr_unreviewed,source transcription requires human verification,169,161,5,mi:ți N.,mi:ți,N.,salt.,79.75,mi:ți,ghatage-kasargod1970:p161:e5,ghatage-kasargod1970:p161:e5,,low-confidence
ocr_unreviewed,source transcription requires human verification,169,161,6,mi:rgoli M.,mi:rgoli,M.,surry.,91.31,,ghatage-kasargod1970:p161:e6,ghatage-kasargod1970:p161:e6,,
ocr_unreviewed,source transcription requires human verification,169,161,7,muygulu F.,muygulu,F.,ant.,83.64,,ghatage-kasargod1970:p161:e7,ghatage-kasargod1970:p161:e7,,
ocr_unreviewed,source transcription requires human verification,169,161,8,muyla:ri M.,muyla:ri,M.,Tuesday.,83.16,muyla:ri,ghatage-kasargod1970:p161:e8,ghatage-kasargod1970:p161:e8,,low-confidence
ocr_unreviewed,source transcription requires human verification,169,161,9,mungusi N.,mungusi,N.,mongoose.,75.65,mungusi,ghatage-kasargod1970:p161:e9,ghatage-kasargod1970:p161:e9,,low-confidence
ocr_unreviewed,source transcription requires human verification,169,161,10,mutta kə:ri V.,mutta kə:ri,V.,to finish.,77.63,mutta,ghatage-kasargod1970:p161:e10,ghatage-kasargod1970:p161:e10,,low-confidence
ocr_unreviewed,source transcription requires human verification,169,161,11,muddoluvamuddəlu M.,muddoluvamuddəlu,M.,washerman.,74.17,muddoluvamuddəlu,ghatage-kasargod1970:p161:e11,ghatage-kasargod1970:p161:e11,,low-confidence
ocr_unreviewed,source transcription requires human verification,169,161,12,muņdačekke N.,muņdačekke,N.,pine apple.,79.33,muņdačekke,ghatage-kasargod1970:p161:e12,ghatage-kasargod1970:p161:e12,,low-confidence
ocr_unreviewed,source transcription requires human verification,169,161,13,mundu N.,mundu,N.,dhoti.,49.88,mundu | dhoti.,ghatage-kasargod1970:p161:e13,ghatage-kasargod1970:p161:e13,,low-confidence
ocr_unreviewed,source transcription requires human verification,169,161,14,munde N.,munde,N.,widow.,64.09,munde,ghatage-kasargod1970:p161:e14,ghatage-kasargod1970:p161:e14,,low-confidence
ocr_unreviewed,source transcription requires human verification,169,161,15,mutti de:si V.,mutti de:si,V.,to kiss.,88.46,,ghatage-kasargod1970:p161:e15,ghatage-kasargod1970:p161:e15,,
ocr_unreviewed,source transcription requires human verification,169,161,16,"muddale N.,",muddale,N.,crocodile.,61.75,muddale,ghatage-kasargod1970:p161:e16,ghatage-kasargod1970:p161:e16,,low-confidence
ocr_unreviewed,source transcription requires human verification,169,161,17,muddə V.,muddə,V.,to breeze.,94.63,,ghatage-kasargod1970:p161:e17,ghatage-kasargod1970:p161:e17,,
ocr_unreviewed,source transcription requires human verification,169,161,18,"muddi F,",muddi,F.,ring.,91.08,,ghatage-kasargod1970:p161:e18,ghatage-kasargod1970:p161:e18,,
ocr_unreviewed,source transcription requires human verification,169,161,19,munda.,munda.,,below.,89.63,,ghatage-kasargod1970:p161:e19,ghatage-kasargod1970:p161:e19,,
ocr_unreviewed,source transcription requires human verification,169,161,20,murigi N.,murigi,N.,animal.,93.57,,ghatage-kasargod1970:p161:e20,ghatage-kasargod1970:p161:e20,,
ocr_unreviewed,source transcription requires human verification,169,161,21,murou V.,murou,V.,to kill.,94.42,,ghatage-kasargod1970:p161:e21,ghatage-kasargod1970:p161:e21,,
ocr_unreviewed,source transcription requires human verification,169,161,22,murkuțu N.,murkuțu,N.,"mosquito,",84.79,,ghatage-kasargod1970:p161:e22,ghatage-kasargod1970:p161:e22,,
ocr_unreviewed,source transcription requires human verification,169,161,23,mula:mi M.,mula:mi,M.,"ointment,",92.78,,ghatage-kasargod1970:p161:e23,ghatage-kasargod1970:p161:e23,,
ocr_unreviewed,source transcription requires human verification,169,161,24,mul M.,mul,M.,"corner.,",82.84,,ghatage-kasargod1970:p161:e24,ghatage-kasargod1970:p161:e24,,
ocr_unreviewed,source transcription requires human verification,169,161,25,mulla:ygi N.,mulla:ygi,N.,"radish,",82.96,mulla:ygi,ghatage-kasargod1970:p161:e25,ghatage-kasargod1970:p161:e25,,low-confidence
ocr_unreviewed,source transcription requires human verification,169,161,26,"musa:li N,",musa:li,N.,pestle.,93.43,,ghatage-kasargod1970:p161:e26,ghatage-kasargod1970:p161:e26,,
ocr_unreviewed,source transcription requires human verification,169,161,27,mu:gu M.,mu:gu,M.,green gram.,76.03,mu:gu,ghatage-kasargod1970:p161:e27,ghatage-kasargod1970:p161:e27,,low-confidence
ocr_unreviewed,source transcription requires human verification,169,161,28,mu:ju M.,mu:ju,M.,a species of monkey.,90.45,,ghatage-kasargod1970:p161:e28,ghatage-kasargod1970:p161:e28,,
ocr_unreviewed,source transcription requires human verification,169,161,29,mu:țu F.,mu:țu,F.,fist.,87.74,,ghatage-kasargod1970:p161:e29,ghatage-kasargod1970:p161:e29,,
ocr_unreviewed,source transcription requires human verification,169,161,30,mu:tu N.,mu:tu,N.,urine.,83.45,mu:tu,ghatage-kasargod1970:p161:e30,ghatage-kasargod1970:p161:e30,,low-confidence
ocr_unreviewed,source transcription requires human verification,169,161,31,mu:ti V.,mu:ti,V.,to urinate.,92.87,,ghatage-kasargod1970:p161:e31,ghatage-kasargod1970:p161:e31,,
ocr_unreviewed,source transcription requires human verification,169,161,32,mu:rkə Adj.,mu:rkə,Adj.,"mad, foolish.",87.86,,ghatage-kasargod1970:p161:e32,ghatage-kasargod1970:p161:e32,,
ocr_unreviewed,source transcription requires human verification,169,161,33,mu:irti N.,mu:irti,N.,statue.,82.45,mu:irti,ghatage-kasargod1970:p161:e33,ghatage-kasargod1970:p161:e33,,low-confidence
ocr_unreviewed,source transcription requires human verification,169,161,34,mu:səpt V.,mu:səpt,V.,to smell.,94.64,,ghatage-kasargod1970:p161:e34,ghatage-kasargod1970:p161:e34,,
ocr_unreviewed,source transcription requires human verification,169,161,35,meččipi V.,meččipi,V.,to be pleased.,94.22,,ghatage-kasargod1970:p161:e35,ghatage-kasargod1970:p161:e35,,
ocr_unreviewed,source transcription requires human verification,169,161,36,medkəs M.,medkəs,M.,pillar.,76.43,medkəs,ghatage-kasargod1970:p161:e36,ghatage-kasargod1970:p161:e36,,low-confidence
verified,Removed a spurious prefix and reverse-page bleed.,169,161,37,+ medulu N.,medulu,N.,brain.,78.37,+,ghatage-kasargod1970:p161:e37,ghatage-kasargod1970:p161:e37,,low-confidence human-corrected
ocr_unreviewed,source transcription requires human verification,169,161,38,me:ji V.,me:ji,V.,"to measure,",89.97,,ghatage-kasargod1970:p161:e38,ghatage-kasargod1970:p161:e38,,
ocr_unreviewed,source transcription requires human verification,170,162,1,me:ji N.,me:ji,N.,"table,",86.26,,ghatage-kasargod1970:p162:e1,ghatage-kasargod1970:p162:e1,,
ocr_unreviewed,source transcription requires human verification,170,162,2,"me:ni N,",me:ni,N.,wax.,90.97,,ghatage-kasargod1970:p162:e2,ghatage-kasargod1970:p162:e2,,
ocr_unreviewed,source transcription requires human verification,170,162,3,me:yņə M.,me:yņə,M.,month.,94.03,,ghatage-kasargod1970:p162:e3,ghatage-kasargod1970:p162:e3,,
ocr_unreviewed,source transcription requires human verification,170,162,4,me:ysri N.,me:ysri,N.,she-buffalo.,92.62,,ghatage-kasargod1970:p162:e4,ghatage-kasargod1970:p162:e4,,
ocr_unreviewed,source transcription requires human verification,170,162,5,mello Adj.,mello,Adj.,dead.,89.34,,ghatage-kasargod1970:p162:e5,ghatage-kasargod1970:p162:e5,,
verified,Recovered source vowel quality and the retroflex nasal.,170,162,6,ms:ņi N.,mɛ:ṇɨ,N.,wax.,84.20,,ghatage-kasargod1970:p162:e6,ghatage-kasargod1970:p162:e6,,human-corrected
ocr_unreviewed,source transcription requires human verification,170,162,7,moņte N.,moņte,N.,grasshopper.,87.82,,ghatage-kasargod1970:p162:e7,ghatage-kasargod1970:p162:e7,,
ocr_unreviewed,source transcription requires human verification,170,162,8,moddəlu M.,moddəlu,M.,washerman.,88.09,,ghatage-kasargod1970:p162:e8,ghatage-kasargod1970:p162:e8,,
ocr_unreviewed,source transcription requires human verification,170,162,9,moti F.,moti,F.,"nose ornament,",95.35,,ghatage-kasargod1970:p162:e9,ghatage-kasargod1970:p162:e9,,
ocr_unreviewed,source transcription requires human verification,170,162,10,modle.,modle.,,"through,",84.92,,ghatage-kasargod1970:p162:e10,ghatage-kasargod1970:p162:e10,,
ocr_unreviewed,source transcription requires human verification,170,162,11,morou V.,morou,V.,to kill.,92.88,,ghatage-kasargod1970:p162:e11,ghatage-kasargod1970:p162:e11,,
ocr_unreviewed,source transcription requires human verification,170,162,12,movvu~ mo:u Adj.,movvu~ mo:u,Adj.,soft.,91.70,,ghatage-kasargod1970:p162:e12,ghatage-kasargod1970:p162:e12|ghatage-kasargod1970:p162:e12:variant:1,,
ocr_unreviewed,source transcription requires human verification,170,162,13,"mo:du~ mədu F,",mo:du~ mədu,F.,axe.,84.79,,ghatage-kasargod1970:p162:e13,ghatage-kasargod1970:p162:e13|ghatage-kasargod1970:p162:e13:variant:1,,
verified,Recovered the complete second printed alternative.,170,162,14,mo:də~ mə: q? M.,mo:də ~ mə:də,M.,cloud.,85.72,,ghatage-kasargod1970:p162:e14,ghatage-kasargod1970:p162:e14|ghatage-kasargod1970:p162:e14:variant:1,,suspicious-character human-corrected
ocr_unreviewed,source transcription requires human verification,170,162,15,mo:ņi V.,mo:ņi,V.,to say.,92.75,,ghatage-kasargod1970:p162:e15,ghatage-kasargod1970:p162:e15,,
ocr_unreviewed,source transcription requires human verification,170,162,16,mo:ri V.,mo:ri,V.,to die.,94.79,,ghatage-kasargod1970:p162:e16,ghatage-kasargod1970:p162:e16,,
ocr_unreviewed,source transcription requires human verification,170,162,17,məțtte Adj.,məțtte,Adj.,"thick, big.",85.02,məțtte,ghatage-kasargod1970:p162:e17,ghatage-kasargod1970:p162:e17,,low-confidence
ocr_unreviewed,source transcription requires human verification,170,162,18,mədəpt V.,mədəpt,V.,to fold.,86.60,mədəpt,ghatage-kasargod1970:p162:e18,ghatage-kasargod1970:p162:e18,,low-confidence
ocr_unreviewed,source transcription requires human verification,170,162,19,"məvače masuku M,",məvače masuku,M.,honey bee.,86.05,bee.,ghatage-kasargod1970:p162:e19,ghatage-kasargod1970:p162:e19,,low-confidence
verified,Recovered the source central vowel.,170,162,20,m:u M.,mə:u,M.,honey.,93.14,,ghatage-kasargod1970:p162:e20,ghatage-kasargod1970:p162:e20,,human-corrected
ocr_unreviewed,source transcription requires human verification,170,162,21,mə:ru N.,mə:ru,N.,peahen.,90.19,,ghatage-kasargod1970:p162:e21,ghatage-kasargod1970:p162:e21,,
ocr_unreviewed,source transcription requires human verification,170,162,22,yettari Adj.,yettari,Adj.,"high, tall.",95.58,,ghatage-kasargod1970:p162:e22,ghatage-kasargod1970:p162:e22,,
ocr_unreviewed,source transcription requires human verification,170,162,23,yeriggi V.,yeriggi,V.,to lean back.,92.16,,ghatage-kasargod1970:p162:e23,ghatage-kasargod1970:p162:e23,,
ocr_unreviewed,source transcription requires human verification,170,162,24,yeripi V.,yeripi,V.,to filter.,93.95,,ghatage-kasargod1970:p162:e24,ghatage-kasargod1970:p162:e24,,
ocr_unreviewed,source transcription requires human verification,170,162,25,ye V,ye,V.,to come.,92.03,,ghatage-kasargod1970:p162:e25,ghatage-kasargod1970:p162:e25,,
ocr_unreviewed,source transcription requires human verification,170,162,26,ye:di F.N.,ye:di,F.N.,goat.,68.15,ye:di,ghatage-kasargod1970:p162:e26,ghatage-kasargod1970:p162:e26,,low-confidence
ocr_unreviewed,source transcription requires human verification,170,162,27,ye:li F.,ye:li,F.,creeper.,93.85,,ghatage-kasargod1970:p162:e27,ghatage-kasargod1970:p162:e27,,
ocr_unreviewed,source transcription requires human verification,170,162,28,ye Pro.,ye,Pro.,this.,92.46,,ghatage-kasargod1970:p162:e28,ghatage-kasargod1970:p162:e28,,
ocr_unreviewed,source transcription requires human verification,170,162,29,yeme N.,yeme,N.,tortoise.,93.96,,ghatage-kasargod1970:p162:e29,ghatage-kasargod1970:p162:e29,,
ocr_unreviewed,source transcription requires human verification,170,162,30,"yerņdečete:li N,",yerņdečete:li,N.,"caster oil,",80.34,yerņdečete:li,ghatage-kasargod1970:p162:e30,ghatage-kasargod1970:p162:e30,,low-confidence
ocr_unreviewed,source transcription requires human verification,170,162,31,yeləmme Adj.,yeləmme,Adj.,young.,89.95,,ghatage-kasargod1970:p162:e31,ghatage-kasargod1970:p162:e31,,
ocr_unreviewed,source transcription requires human verification,170,162,32,rəkki F.,rəkki,F.,ash.,95.23,,ghatage-kasargod1970:p162:e32,ghatage-kasargod1970:p162:e32,,
ocr_unreviewed,source transcription requires human verification,170,162,33,rəkšəņs N.,rəkšəņs,N.,protection.,84.25,,ghatage-kasargod1970:p162:e33,ghatage-kasargod1970:p162:e33,,
ocr_unreviewed,source transcription requires human verification,170,162,34,rətni N.,rətni,N.,jewel.,94.62,,ghatage-kasargod1970:p162:e34,ghatage-kasargod1970:p162:e34,,
ocr_unreviewed,source transcription requires human verification,170,162,35,rə:di V.,rə:di,V.,to cry.,91.93,,ghatage-kasargod1970:p162:e35,ghatage-kasargod1970:p162:e35,,
ocr_unreviewed,source transcription requires human verification,170,162,36,ringi N.,ringi,N.,paint.,86.46,,ghatage-kasargod1970:p162:e36,ghatage-kasargod1970:p162:e36,,
ocr_unreviewed,source transcription requires human verification,170,162,37,ringi de:si V.,ringi de:si,V.,to paint.,85.30,,ghatage-kasargod1970:p162:e37,ghatage-kasargod1970:p162:e37,,
ocr_unreviewed,source transcription requires human verification,170,162,38,rakati N.,rakati,N.,blood.,95.45,,ghatage-kasargod1970:p162:e38,ghatage-kasargod1970:p162:e38,,
ocr_unreviewed,source transcription requires human verification,171,163,1,rako:su M.,rako:su,M.,demon.,94.11,,ghatage-kasargod1970:p163:e1,ghatage-kasargod1970:p163:e1,,
ocr_unreviewed,source transcription requires human verification,171,163,2,raņãntla Adj.,raņãntla,Adj.,wild.,86.06,,ghatage-kasargod1970:p163:e2,ghatage-kasargod1970:p163:e2,,
ocr_unreviewed,source transcription requires human verification,171,163,3,randukoru M.,randukoru,M.,boar.,94.48,,ghatage-kasargod1970:p163:e3,ghatage-kasargod1970:p163:e3,,
ocr_unreviewed,source transcription requires human verification,171,163,4,rayili N.,rayili,N.,"train,",94.65,,ghatage-kasargod1970:p163:e4,ghatage-kasargod1970:p163:e4,,
ocr_unreviewed,source transcription requires human verification,171,163,5,ra:i M.,ra:i,M.,king.,95.80,,ghatage-kasargod1970:p163:e5,ghatage-kasargod1970:p163:e5,,
verified,Recovered a head whose letters were completely misclassified by OCR.,171,163,6,yYarkt V:,rə:kɨ,V.,to wait.,70.03,yYarkt,ghatage-kasargod1970:p163:e6,ghatage-kasargod1970:p163:e6,,low-confidence human-corrected
ocr_unreviewed,source transcription requires human verification,171,163,7,ra:gi kəri V.,ra:gi kəri,V.,to be angry.,93.97,,ghatage-kasargod1970:p163:e7,ghatage-kasargod1970:p163:e7,,
ocr_unreviewed,source transcription requires human verification,171,163,8,ra:te N.,ra:te,N.,pulley.,93.83,,ghatage-kasargod1970:p163:e8,ghatage-kasargod1970:p163:e8,,
ocr_unreviewed,source transcription requires human verification,171,163,9,ra:iņi N.,ra:iņi,N.,forest.,75.85,ra:iņi,ghatage-kasargod1970:p163:e9,ghatage-kasargod1970:p163:e9,,low-confidence
ocr_unreviewed,source transcription requires human verification,171,163,10,ra:ti F.,ra:ti,F.,night.,94.13,,ghatage-kasargod1970:p163:e10,ghatage-kasargod1970:p163:e10,,
ocr_unreviewed,source transcription requires human verification,171,163,11,ra:pi V.,ra:pi,V.,to fly.,89.82,,ghatage-kasargod1970:p163:e11,ghatage-kasargod1970:p163:e11,,
ocr_unreviewed,source transcription requires human verification,171,163,12,ra:mpəli N.,ra:mpəli,N.,"a kind of fruit,",93.48,,ghatage-kasargod1970:p163:e12,ghatage-kasargod1970:p163:e12,,
ocr_unreviewed,source transcription requires human verification,171,163,13,ra: vke N.,ra: vke,N.,bodice.,64.07,ra: | vke,ghatage-kasargod1970:p163:e13,ghatage-kasargod1970:p163:e13,,low-confidence
ocr_unreviewed,source transcription requires human verification,171,163,14,tigi V:,tigi,V.,to enter.,74.10,tigi,ghatage-kasargod1970:p163:e14,ghatage-kasargod1970:p163:e14,,low-confidence
ocr_unreviewed,source transcription requires human verification,171,163,15,rujəti ga:li V.,rujəti ga:li,V.,to plant.,82.07,rujəti,ghatage-kasargod1970:p163:e15,ghatage-kasargod1970:p163:e15,,low-confidence
ocr_unreviewed,source transcription requires human verification,171,163,16,ruši M.,ruši,M.,sage.,95.77,,ghatage-kasargod1970:p163:e16,ghatage-kasargod1970:p163:e16,,
ocr_unreviewed,source transcription requires human verification,171,163,17,ru: gku M.,ru: gku,M.,tree.,69.12,gku,ghatage-kasargod1970:p163:e17,ghatage-kasargod1970:p163:e17,,low-confidence
ocr_unreviewed,source transcription requires human verification,171,163,18,ru: pu M.,ru: pu,M.,form.,51.22,ru: | pu,ghatage-kasargod1970:p163:e18,ghatage-kasargod1970:p163:e18,,low-confidence
ocr_unreviewed,source transcription requires human verification,171,163,19,ru:pe N.,ru:pe,N.,silver.,80.66,ru:pe,ghatage-kasargod1970:p163:e19,ghatage-kasargod1970:p163:e19,,low-confidence
ocr_unreviewed,source transcription requires human verification,171,163,20,ru:ndu Adj.,ru:ndu,Adj.,wide.,94.57,,ghatage-kasargod1970:p163:e20,ghatage-kasargod1970:p163:e20,,
verified,Seeded audit correction of the retroflex stop and final schwa.,171,163,21,redo M.,reḍə,M.,buffalo.,91.85,,ghatage-kasargod1970:p163:e21,ghatage-kasargod1970:p163:e21,,human-corrected
ocr_unreviewed,source transcription requires human verification,171,163,22,ro:u V.,ro:u,V.,"to dwell, to remain.",95.13,,ghatage-kasargod1970:p163:e22,ghatage-kasargod1970:p163:e22,,
ocr_unreviewed,source transcription requires human verification,171,163,23,ro: vu V.,ro: vu,V.,to stand.,68.69,ro: | vu,ghatage-kasargod1970:p163:e23,ghatage-kasargod1970:p163:e23,,low-confidence
ocr_unreviewed,source transcription requires human verification,171,163,24,lədayi F.,lədayi,F.,fight.,94.14,,ghatage-kasargod1970:p163:e24,ghatage-kasargod1970:p163:e24,,
ocr_unreviewed,source transcription requires human verification,171,163,25,lədayi kə:ri V.,lədayi kə:ri,V.,"to quarrel,",93.64,,ghatage-kasargod1970:p163:e25,ghatage-kasargod1970:p163:e25,,
ocr_unreviewed,source transcription requires human verification,171,163,26,lango M.,lango,M.,loin-cloth.,74.91,lango,ghatage-kasargod1970:p163:e26,ghatage-kasargod1970:p163:e26,,low-confidence
ocr_unreviewed,source transcription requires human verification,171,163,27,la:gt Adj.,la:gt,Adj.,sharp.,83.77,la:gt,ghatage-kasargod1970:p163:e27,ghatage-kasargod1970:p163:e27,,low-confidence
ocr_unreviewed,source transcription requires human verification,171,163,28,la:mbi V.,la:mbi,V.,to hang.,95.30,,ghatage-kasargod1970:p163:e28,ghatage-kasargod1970:p163:e28,,
ocr_unreviewed,source transcription requires human verification,171,163,29,likku F.,likku,F.,louse.,96.39,,ghatage-kasargod1970:p163:e29,ghatage-kasargod1970:p163:e29,,
ocr_unreviewed,source transcription requires human verification,171,163,30,le:gkt N.,le:gkt,N.,daughter.,83.31,le:gkt,ghatage-kasargod1970:p163:e30,ghatage-kasargod1970:p163:e30,,low-confidence
ocr_unreviewed,source transcription requires human verification,171,163,31,le:mpi N.,le:mpi,N.,lamp.,94.60,,ghatage-kasargod1970:p163:e31,ghatage-kasargod1970:p163:e31,,
ocr_unreviewed,source transcription requires human verification,171,163,32,lonče N.,lonče,N.,pickle.,91.74,,ghatage-kasargod1970:p163:e32,ghatage-kasargod1970:p163:e32,,
ocr_unreviewed,source transcription requires human verification,171,163,33,lo:ți V.,lo:ți,V.,to push.,85.83,lo:ți,ghatage-kasargod1970:p163:e33,ghatage-kasargod1970:p163:e33,,low-confidence
ocr_unreviewed,source transcription requires human verification,171,163,34,lo:ņi F.,lo:ņi,F.,butter.,92.74,,ghatage-kasargod1970:p163:e34,ghatage-kasargod1970:p163:e34,,
ocr_unreviewed,source transcription requires human verification,171,163,35,lo: sunu N.,lo: sunu,N.,garlic.,69.24,lo: | sunu,ghatage-kasargod1970:p163:e35,ghatage-kasargod1970:p163:e35,,low-confidence
verified,Removed a spurious initial vowel and reverse-page bleed.,171,163,36,alo:hə N.,lo:hə,N.,metal.,88.49,i,ghatage-kasargod1970:p163:e36,ghatage-kasargod1970:p163:e36,,low-confidence human-corrected
verified,Recovered the velar nasal retroflex stop and final central vowel.,171,163,37,lənkaqdi N.,ləŋkaḍɨ,N.,iron.,67.76,lənkaqdi,ghatage-kasargod1970:p163:e37,ghatage-kasargod1970:p163:e37,,low-confidence human-corrected
ocr_unreviewed,source transcription requires human verification,171,163,38,lotte Adj.,lotte,Adj.,false.,83.42,lotte,ghatage-kasargod1970:p163:e38,ghatage-kasargod1970:p163:e38,,low-confidence
ocr_unreviewed,source transcription requires human verification,172,164,1,ləvaggi M.,ləvaggi,M.,clove.,62.86,ləvaggi,ghatage-kasargod1970:p164:e1,ghatage-kasargod1970:p164:e1,,low-confidence
ocr_unreviewed,source transcription requires human verification,172,164,2,vəkadi N.,vəkadi,N.,medicine.,90.85,,ghatage-kasargod1970:p164:e2,ghatage-kasargod1970:p164:e2,,
ocr_unreviewed,source transcription requires human verification,172,164,3,vəgalippi V.,vəgalippi,V.,"to praise,",92.68,,ghatage-kasargod1970:p164:e3,ghatage-kasargod1970:p164:e3,,
ocr_unreviewed,source transcription requires human verification,172,164,4,vəradi N.,vəradi,N.,marriage.,93.76,,ghatage-kasargod1970:p164:e4,ghatage-kasargod1970:p164:e4,,
ocr_unreviewed,source transcription requires human verification,172,164,5,vəradi kə:ri V.,vəradi kə:ri,V.,to marry.,84.82,,ghatage-kasargod1970:p164:e5,ghatage-kasargod1970:p164:e5,,
ocr_unreviewed,source transcription requires human verification,172,164,6,vəjri N.,vəjri,N.,diamond.,92.63,,ghatage-kasargod1970:p164:e6,ghatage-kasargod1970:p164:e6,,
ocr_unreviewed,source transcription requires human verification,172,164,7,vaiņgge N.,vaiņgge,N.,brinjal.,62.88,vaiņgge,ghatage-kasargod1970:p164:e7,ghatage-kasargod1970:p164:e7,,low-confidence
ocr_unreviewed,source transcription requires human verification,172,164,8,vadou V.,vadou,V.,to grow.,91.37,,ghatage-kasargod1970:p164:e8,ghatage-kasargod1970:p164:e8,,
ocr_unreviewed,source transcription requires human verification,172,164,9,vaduvoņu F.,vaduvoņu,F.,"broom,",87.60,,ghatage-kasargod1970:p164:e9,ghatage-kasargod1970:p164:e9,,
ocr_unreviewed,source transcription requires human verification,172,164,10,vanto M.,vanto,M.,"part, share.",72.02,vanto,ghatage-kasargod1970:p164:e10,ghatage-kasargod1970:p164:e10,,low-confidence
ocr_unreviewed,source transcription requires human verification,172,164,11,vaņțo kəri V.,vaņțo kəri,V.,to divide.,89.26,,ghatage-kasargod1970:p164:e11,ghatage-kasargod1970:p164:e11,,
ocr_unreviewed,source transcription requires human verification,172,164,12,vare N.,vare,N.,"air, wind,",87.31,,ghatage-kasargod1970:p164:e12,ghatage-kasargod1970:p164:e12,,
ocr_unreviewed,source transcription requires human verification,172,164,13,vare gi V.,vare gi,V.,to breathe.,95.10,,ghatage-kasargod1970:p164:e13,ghatage-kasargod1970:p164:e13,,
ocr_unreviewed,source transcription requires human verification,172,164,14,vare ye V.,vare ye,V.,to blow.,95.07,,ghatage-kasargod1970:p164:e14,ghatage-kasargod1970:p164:e14,,
ocr_unreviewed,source transcription requires human verification,172,164,15,val M.,val,M.,golden armlet.,78.89,val,ghatage-kasargod1970:p164:e15,ghatage-kasargod1970:p164:e15,,low-confidence
ocr_unreviewed,source transcription requires human verification,172,164,16,valvi F.,valvi,F.,"white ant,",94.26,,ghatage-kasargod1970:p164:e16,ghatage-kasargod1970:p164:e16,,
ocr_unreviewed,source transcription requires human verification,172,164,17,vavrače N.,vavrače,N.,"servant, worker.",87.47,,ghatage-kasargod1970:p164:e17,ghatage-kasargod1970:p164:e17,,
ocr_unreviewed,source transcription requires human verification,172,164,18,va:vəru kiri V.,va:vəru kiri,V.,to work.,94.86,,ghatage-kasargod1970:p164:e18,ghatage-kasargod1970:p164:e18,,
ocr_unreviewed,source transcription requires human verification,172,164,19,va:gi M.,va:gi,M.,tiger.,94.12,,ghatage-kasargod1970:p164:e19,ghatage-kasargod1970:p164:e19,,
ocr_unreviewed,source transcription requires human verification,172,164,20,va:ți F.,va:ți,F.,way.,87.81,,ghatage-kasargod1970:p164:e20,ghatage-kasargod1970:p164:e20,,
ocr_unreviewed,source transcription requires human verification,172,164,21,va:di V.,va:di,V.,"to grow, to serve food.",95.44,,ghatage-kasargod1970:p164:e21,ghatage-kasargod1970:p164:e21,,
ocr_unreviewed,source transcription requires human verification,172,164,22,va:ņə M.,va:ņə,M.,leather sandals.,92.04,,ghatage-kasargod1970:p164:e22,ghatage-kasargod1970:p164:e22,,
ocr_unreviewed,source transcription requires human verification,172,164,23,va:yņi N.,va:yņi,N.,mortar.,65.19,va:yņi,ghatage-kasargod1970:p164:e23,ghatage-kasargod1970:p164:e23,,low-confidence
ocr_unreviewed,source transcription requires human verification,172,164,24,va:səni N.,va:səni,N.,smile.,77.31,va:səni,ghatage-kasargod1970:p164:e24,ghatage-kasargod1970:p164:e24,,low-confidence
ocr_unreviewed,source transcription requires human verification,172,164,25,va:suru N.,va:suru,N.,calf.,93.91,,ghatage-kasargod1970:p164:e25,ghatage-kasargod1970:p164:e25,,
ocr_unreviewed,source transcription requires human verification,172,164,26,vima:ni N.,vima:ni,N.,aeroplane.,90.62,,ghatage-kasargod1970:p164:e26,ghatage-kasargod1970:p164:e26,,
ocr_unreviewed,source transcription requires human verification,172,164,27,virodi M.,virodi,M.,enemy.,94.23,,ghatage-kasargod1970:p164:e27,ghatage-kasargod1970:p164:e27,,
ocr_unreviewed,source transcription requires human verification,172,164,28,višranti gi V.,višranti gi,V.,to rest.,95.32,,ghatage-kasargod1970:p164:e28,ghatage-kasargod1970:p164:e28,,
ocr_unreviewed,source transcription requires human verification,172,164,29,vullanə.,vullanə.,,"woollen,",90.85,,ghatage-kasargod1970:p164:e29,ghatage-kasargod1970:p164:e29,,
ocr_unreviewed,source transcription requires human verification,172,164,30,vovru M.,vovru,M.,spring.,94.81,,ghatage-kasargod1970:p164:e30,ghatage-kasargod1970:p164:e30,,
ocr_unreviewed,source transcription requires human verification,172,164,31,voguru-vəguru Adj.,voguru-vəguru,Adj.,light.,94.53,,ghatage-kasargod1970:p164:e31,ghatage-kasargod1970:p164:e31,,
ocr_unreviewed,source transcription requires human verification,172,164,32,voțttu.,voțttu.,,all.,65.67,voțttu.,ghatage-kasargod1970:p164:e32,ghatage-kasargod1970:p164:e32,,low-confidence
ocr_unreviewed,source transcription requires human verification,172,164,33,votti kə:ri V.,votti kə:ri,V.,to gather,80.90,votti,ghatage-kasargod1970:p164:e33,ghatage-kasargod1970:p164:e33,,low-confidence
ocr_unreviewed,source transcription requires human verification,172,164,34,voņi F.N.,voņi,F.N.,sister-in-law.,94.14,,ghatage-kasargod1970:p164:e34,ghatage-kasargod1970:p164:e34,,
ocr_unreviewed,source transcription requires human verification,172,164,35,voņțte N.,voņțte,N.,camel.,76.91,voņțte,ghatage-kasargod1970:p164:e35,ghatage-kasargod1970:p164:e35,,low-confidence
ocr_unreviewed,source transcription requires human verification,172,164,36,voppudu V.,voppudu,V.,to agree.,93.68,,ghatage-kasargod1970:p164:e36,ghatage-kasargod1970:p164:e36,,
