item,pdf_page,printed_page,form,morphology,gloss,etymology,raw_entry
1829,258,244,savda,"n., neut",broadness,(G. cauda %4605 M. cauda:),"savda:, n., neut. ~ broadness (G. cauda %4605 M. cauda:)"
1830,258,244,savrinu,"n., neut",convenience,,"savrinu, n., neut. ~ convenience"
1831,258,244,sasundri,"n., neut",a kind of creeper,,"sasundri, n., neut. - a kind of creeper"
1832,258,244,sahad,"v., nc",tread,,"sahad, v., nc. = tread"
1833,258,244,sambdiyé,"u , mas",fisherman,(Ta. cempaftavan),"sambdiyé, u , mas. — fisherman (Ta. cempaftavan)"
1834,259,245,sami,"n., neut",hammer,,"sami, n., neut. - hammer"
1835,259,245,samtu,"n., neut",hard shell,,"samtu, n., neut. — hard shell"
1836,259,245,sanna:va:yro,"n., mas",god of wind,,"sanna:va:yro:, n., mas. - god of wind"
1837,259,245,sala:kkambi,"n., neut",an iron rod used for loading the gun,,"sala:kkambi, n., neut. ~ an iron rod used for loading the gun"
1838,259,245,salekt,"n., nevt","line, row",,"salekt, n., nevt. — line, row"
1839,259,245,sari,"n., neut",knife,,"sari, n., neut. ~ knife"
1840,259,245,sariyat,"n., neut","ability, cunningness",,"sariyat, n., neut. — ability, cunningness"
1841,259,245,sardhi,"n., neut",— cold,,"sardhi, n., neut. -— cold"
1842,259,245,sarno,"n., neut",jersey,,"sarno:, n., neut. — jersey"
1843,259,245,sarhondo,"n., neut",throat,,"sarhondo:, n., neut. - throat"
1844,259,245,sa:pti,adv,of a measure,,"sa:pti, adv, — of a measure"
1845,259,245,sa:barphu:/,"n., neut",white flower,,"sa:barphu:/, n., neut. — white flower"
1846,259,245,sattar,"n., neut",a pit for slaughtering the goat or bull,,"sattar, n., neut.-a pit for slaughtering the goat or bull"
1847,259,245,sa:tti,"n., neut",chest,(H. cha:ti:),"sa:tti, n., neut. - chest (H. cha:ti:)"
1848,259,245,saztr,"v., nc",lick,"(G. catt, %4573)","saztr, v., nc. — lick (G. catt, %4573)"
1849,259,245,sa:vi,"n., nevt",key,"(H. ca:bhi, cattvii)","sa:vi, n., nevt. — key (H. ca:bhi, cattvii)"
1850,259,245,saiva,"n., neut",leprosy,,"saiva:, n., neut. - leprosy"
1851,259,245,sainsuirvitra,"n., mas",sun,,"sainsuirvitra:, n., mas. - sun"
1852,259,245,sa:mu,adj,"old, elderly",,"sa:mu, adj. — old, elderly"
1853,259,245,sobbiyeR,"n., neut",bride price,,"sobbiyeR, n., neut. ~ bride price"
1854,259,245,sogam,"n., neut",goodness,(S. sukha),"sogam, n., neut. — goodness (S. sukha)"
1855,259,245,so:bdiye,dv,drenched,,"so:bdiye:, dv. - drenched"
1856,259,245,so:ta:nidhey,"n., neut., pl",ancient deities,,"so:ta:nidhey, n., neut., pl. - ancient deities"
1857,259,245,so:ge,"0., peut","anaemia, fuco phlegmatica",,"so:ge:, 0., peut. ~ anaemia, fuco phlegmatica"
1858,259,245,suzo,"n., neut",cigar,(G. chirut),"suzo:, n., neut. — cigar (G. chirut)"
1859,259,245,suko:to:r,"n., mas",name of a god,,"suko:to:r, n., mas. — name of a god"
1860,260,246,suSnu,"n., neut",male genital organ,(H. sisan),"suSnu,n., neut. — male genital organ (H. sisan)"
1861,260,246,sumbli,"n., neut. -load",pad used on the head to carry loads,,"sumbli, n., neut. -load~pad used on the head to carry loads"
1862,260,246,su,dv,flow,(H. cu:na: »4948),"su, dv. - flow (H. cu:na: »4948)"
1863,260,246,sutro,"n., neut",powder,,"sutro:, n., neut. - powder"
1864,260,246,slevf#,"n., neut",slate,,"slevf#, n., neut. - slate"
1865,260,246,zapru,"n., neut",temple,,"zapru, n., neut. — temple"
1866,260,246,za:m,"n., neut","guava, rose apple",(G. ja:mbal),"za:m, n., neut. — guava, rose apple (G. ja:mbal)"
1867,260,246,zazigt,"n., neut",thigh,(G. ja:ng),"zazigt, n., neut. ~ thigh (G. ja:ng)"
1868,260,246,za@:y,"n., neut",white circle of cloud around the sun,,"za@:y, n., neut. - white circle of cloud around the sun"
1869,260,246,zo:dazyv,"v., c",cause to cohabit,,"zo:dazyv, v., c. - cause to cohabit"
1870,260,246,zo:dt,"v., uc",cohabit,"(A. codna, G. codvii %4929)","zo:dt, v., uc. - cohabit (A. codna, G. codvii %4929)"
1871,260,246,zurko,"n., neut",giddiness,,"zurko:, n., neut. - giddiness"
1872,260,246,ziiy,"n., neut",lice,(G. ju),"ziiy, n., neut. - lice (G. ju)"
1873,260,246,Sika:ri,"n., Mas",hunter,(G. shika:r),"Sika:ri, n., Mas. — hunter (G. shika:r)"
1874,260,246,Sintgam,"n., neut",—the side of the coin on which the lion is marked,,"Sintgam, n., neut.-—the side of the coin on which the lion is marked"
1875,260,246,Si:eatnazk,"v., ne",sprinkle,(S. sivicdti >13394),"Si:eatnazk, v., ne. — sprinkle (S. sivicdti >13394)"
1876,260,246,¥e,adv,why,(G. sha:ma:te),"¥e:, adv., - why (G. sha:ma:te)"
1877,260,246,Se:de:/Se:je,"n., neut",garland,,"Se:de:/Se:je:, n., neut. — garland"
1878,260,246,Se:/*,"n., fem",name of a goddess,,"Se:/*, n., fem. — name of a goddess"
1879,260,246,Se:liya-,"n., neut",devotees of goddess Se:/#,,"Se:liya-, n., neut. — devotees of goddess Se:/#"
1880,260,246,Satiyam,"n., neut",oath,,"Satiyam, n., neut. — oath"
1881,260,246,Sadsba: je,"n., neut",north,,"Sadsba: je, n., neut. — north"
1882,261,247,Sakti,"n , newt","power, energy",,"Sakti, n , newt. - power, energy"
1883,261,247,Samkal,"n., neut",fearful,,"Samkal, n., neut. ~ fearful"
1884,261,247,Sandarmd,"/ candarm6:, n., neut","sun, moon",,"Sandarmd:,/ candarm6:, n., neut. - sun, moon"
1885,261,247,Safici,"n., neut",bag,,"Safici, n., neut. — bag"
1886,261,247,Sarge,"n., neut","conch, sea-shell",,"Sarge, n., neut. ~ conch, sea-shell"
1887,261,247,Sarko,"n., neut",edge,,"Sarko:, n., neut. - edge"
1888,261,247,Saini,adj,which,,"Saini, adj — which"
1889,261,247,Sa:nu,adj,which,,"Sa:nu, adj. - which"
1890,261,247,Sa:nu/ca:nu,adj,big,,"Sa:nu/ca:nu, adj. - big"
1891,261,247,Sondam,"n., neut","own, relation",,"Sondam, n., neut — own, relation"
1892,261,247,Soreka,"n., neut",begger’s gourd,(Ta. curai DED),"Soreka:, n., neut. ~ begger’s gourd (Ta. curai DED)"
1893,261,247,Sutam,n,cleanliness,,"Sutam, n., — cleanliness"
1894,261,247,Xukar,"n., neut",venus star,,"Xukar, n., neut. - venus star"
1895,261,247,Sukara:ni,"n,, neut",stars,,"Sukara:ni, n,, neut. - stars"
1896,261,247,Sukara:ni,"n., neut",stars,,"Sukara:ni, n., neut, — stars"
1897,261,247,Sundaka,"n., neut",Turkey—berry,(Ta. cunfai DED 2194),"Sundaka:, n., neut. - Turkey—berry (Ta. cunfai DED 2194)"
1897a,261,247,Surette,"n., neut",a snake,,"Surette, n., neut. - a snake"
1898,261,247,¥u,adj:,what,(G. shiz) [hl,"¥u:, adj:, - what (G. shiz) [hl"
1899,261,247,hif#,"n., neut",a dish prepared from ragi,,"hif#, n., neut. — a dish prepared from ragi"
1900,261,247,hitriba: ji,"n., neut",Indian-acalypha,,"hitriba: ji, n., neut. - Indian-acalypha"
1901,261,247,Ainduko:r,"v., ne",swing,(H. hindol »14094),"Ainduko:r, v., ne. - swing (H. hindol »14094)"
1902,261,247,hinge,"n., neut",asefoetida,(H. Ai:g/hi:ng),"hinge, n., neut. ~ asefoetida (H. Ai:g/hi:ng)"
1903,261,247,Aifngla,"n., mas",god of fire,,"Aifngla:, n., mas. — god of fire"
1904,261,247,hilo:;i,"n., neut",dove,,"hilo:;i, n., neut. - dove"
1905,261,247,hi,adv,here,(G. ahi:),"hi:, adv. - here (G. ahi:)"
1906,262,248,he:t,adv,below,(G. hethilu beneath),"he:t, adv. — below (G. hethilu beneath)"
1907,262,248,he:tli,adv,down,(G. hethi),"he:tli, adv. — down (G. hethi)"
1908,262,248,he:ciki,"n., neut",hiccup,(H. hicki:),"he:ciki, n., neut. — hiccup (H. hicki:)"
1909,262,248,he:ckani,"n., neut",see he:ciki,,"he:ckani, n., neut. - see he:ciki"
1910,262,248,he:lalla:he:lalla,onom,sound produced at the time of lifting things,,"he:lalla:he:lalla:, onom.-sound produced at the time of lifting things"
1911,262,248,hapata:y,"v., ne",beat,,"hapata:y, v., ne. - beat"
1912,262,248,hapda:v,v.. c,cause to catch,,"hapda:v, v.. c. - cause to catch"
1913,262,248,hapdt,"v., nc",catch,,"hapdt, v., nc. - catch"
1914,262,248,hapni,"n., neut",dream,(S. supna »13481),"hapni,n., neut. - dream (S. supna »13481)"
1915,262,248,hate,"n., neut",health,,"hate, n., neut. - health"
1916,262,248,hato:do,"n., neut",chissel,(G. hathoro 14028),"hato:do:, n., neut. — chissel (G. hathoro 14028)"
1917,262,248,hatti,"n., neut",elephant,(M. hatti >14039),"hatti, n., neut. - elephant (M. hatti >14039)"
1918,262,248,hatte:li,"n., neut",palm,(G. hathe:1i),"hatte:li, n., neut. - palm (G. hathe:1i)"
1919,262,248,hatra,"n., neut",seventeea,(G. sattar),"hatra:, n., neut. — seventeea (G. sattar)"
1920,262,248,hado,"n., neut. (hada:)",a jackal,,"hado:, n., neut. (hada:) — a jackal"
1921,262,248,hat,adv,near,,"hat, adv. - near"
1922,262,248,hatt,"v., nc",move,,"hatt, v., nc. — move"
1923,262,248,had,n.. nc,half,(G. sa:ra 13369),"had, n.. nc. - half (G. sa:ra 13369)"
1924,262,248,hadr. v,nc,to get rot,(G. sadawi),"hadr. v., nc. - to get rot (G. sadawi)"
1925,262,248,hadikyu,"n., neut",(hadikya:) - bone CH. haddi >13952),,"hadikyu, n., neut. — (hadikya:) - bone CH. haddi >13952)"
1926,262,248,hadeca:r,"n., neut",four and half,(G. sada‘ca:r),"hadeca:r, n., neut. - four and half (G. sada‘ca:r)"
1927,262,248,hakala:y,"v., c",cause to chase or drive,,"hakala:y, v., c. — cause to chase or drive"
1928,262,248,haka:i#,"v., nc","chase, drive",(H. hagna:),"haka:i#, v., nc. — chase, drive (H. hagna:)"
1929,262,248,haktu,"n., neut",prosperity,,"haktu, n., neut. - prosperity"
1930,262,248,haga:y,"0., neut",engagement (G: sagazi),,"haga:y, 0., neut. — engagement (G: sagazi)"
1931,262,248,hagazyva:li,"n., fem",bride,,"hagazyva:li, n., fem. - bride"
1932,263,249,haga.yva:do,"n., mas",bride-groom,,"haga.yva:do:, n., mas. — bride-groom"
1933,263,249,haga:yna:k,"v., ne",engage,,"haga:yna:k, v., ne. — engage"
1934,263,249,hage,"n., neut",relation,,"hage, n., neut. - relation"
1935,263,249,hkageva:de,"n., neut., pl",relatives,,"hkageva:de, n., neut., pl. — relatives"
1936,263,249,hageva:dekar,V.. Dc,marry,,"hageva:dekar, V.. Dc. — marry"
1937,263,249,hajatr,neut,thousand,(G. ha ja:r),"hajatr, neut. ~ thousand (G. ha ja:r)"
1938,263,249,Aa jeka:kozli,"n., neut",play ball,,"Aa jeka:kozli, n., neut. - play ball"
1939,263,249,hajego,adv,here,,"hajego:, adv. — here"
1940,263,249,hava,"n., neut",fine,,"hava:, n., neut. - fine"
1941,263,249,hava,"n., neut",one and a half,(G. sava 1}),"hava:, n., neut. - one and a half (G. sava 1})"
1942,263,249,kava:li,"n., neut",sweet meat,(G. sihwa:/i a kind of dry cake),"kava:li, n., neut,- sweet meat (G. sihwa:/i a kind of dry cake)"
1943,263,249,haza:m,"n., mas",barber,(G. ha jacm),"haza:m, n., mas. — barber (G. ha jacm)"
1944,263,249,haza:mdi,"n., fem",- barber-woman,(G. ha ja:m),"haza:mdi, n., fem, —- barber-woman (G. ha ja:m)"
1945,263,249,hame,"pro., pl",we,,"hame:, pro., pl. - we"
1946,263,249,hamazit,"v., nc",bear,,"hamazit, v., nc. - bear"
1947,263,249,hamballujha:du,"n., neut",silk-cotten tree,,"hamballujha:du, n., neut. - silk-cotten tree"
1948,263,249,hambli,"n., neut",— eagle,,"hambli, n., neut. -— eagle"
1949,263,249,hamtazne,part,along with,(G. sa:the),"hamtazne, part. - along with (G. sa:the)"
1950,263,249,ham ja:y,"v., c",cause to hear,(G. sama jazy),"ham ja:y, v., c. - cause to hear (G. sama jazy)"
1951,263,249,hamje,"v., ne",hear,(G. sama),"hamje, v., ne. - hear (G. sama)"
1952,263,249,hamndi,"n., mas",male members of bride’s of bride- groom’s family,(G. samdhi),"hamndi, n., mas. - male members of bride’s of bride- groom’s family (G. samdhi)"
1953,263,249,Aamndan,"n., fem",female members of bride's or bridegroom’s family,(G. samdht),"Aamndan, n., fem. - female members of bride's or bridegroom’s family (G. samdht)"
1954,263,249,hantga:r,"v., DC",prepare,,"hantga:r, v., DC. — prepare"
1955,263,249,hantki,"n , neut",small pot,(M. kandi: madki:),"hantki, n , neut. ~ small pot (M. kandi: madki:)"
1956,263,249,hantku,"n., neut",big pot (8. ha:nda »14050),,"hantku, n., neut. - big pot (8. ha:nda »14050)"
1957,264,250,handa:ko,"u., neut",knot,(G. ga: nth),"handa:ko:, u., neut. — knot (G. ga: nth)"
1958,264,250,handiyo,"n., neut",southern wind,,"handiyo:, n., neut, - southern wind"
1959,264,250,hanka:r,"n., neut",pride,,"hanka:r,n., neut. — pride"
1960,264,250,hankhalJi,"n., neut",chain,(G. sarkal),"hankhalJi, n., neut. - chain (G. sarkal)"
1961,264,250,Aarige,"v., nc., v",move the bowel,,"Aarige, v., nc., v. — move the bowel"
1962,264,250,hanne,"n., neut",company,,"hanne, n., neut. - company"
1963,264,250,hanni,"n., neut",anus,,"hanni, n., neut. ~ anus"
1964,264,250,halazy,"v., ne",blow,(S. hal »14000),"halazy, v., ne. — blow (S. hal »14000)"
1965,264,250,hala:m,"u., neut",salute,(G. sala:m),"hala:m, u., neut. — salute (G. sala:m)"
1966,264,250,hala:mkar,"v., nc",salute,,"hala:mkar, v., nc. - salute"
1967,264,250,haltva,"n., neut",a sweet dish,,"haltva:, n., neut. — a sweet dish"
1968,264,250,haldar,"n., neut","turmeric, yellow",(G. haldar 13992),"haldar, n., neut, - turmeric, yellow (G. haldar 13992)"
1969,264,250,haldarribiddi,"n., neut",sparrow,,"haldarribiddi, n., neut. - sparrow"
1970,264,250,halmu:k,"n., neut",sky,,"halmu:k, n., neut. — sky"
1971,264,250,halla,"n., mas",name of a god,,"halla:, n., mas. - name of a god"
1972,264,250,halla:pag#¥#,"v., nc",worship,,"halla:pag#¥#, v., nc. - worship"
1973,264,250,halla:rko:r,"n., neut",sweeper,,"halla:rko:r, n., neut. — sweeper"
1974,264,250,haluku,"n., neut",light,(G. salga:vvit),"haluku, n., neut. — light (G. salga:vvit)"
1975,264,250,halve,adj,slowly,,"halve, adj. - slowly"
1976,264,250,harido:ndi,"n., neut",calf’s grass,,"harido:ndi, n., neut. - calf’s grass"
1977,264,250,harikinughe:r,"n., neut",tent made out off elephant grass,,"harikinughe:r, n., neut. ~ tent made out off elephant grass"
1978,264,250,hariyu,"n., neut",green,"(H. hariya:, G. harya 13981 >13985)","hariyu, n., neut. - green (H. hariya:, G. harya 13981 >13985)"
1979,264,250,haram,"n., neut",shyness,,"haram, n., neut. - shyness"
1980,264,250,haran/harn,"n., neut",deer,,"haran/harn, n., neut. - deer"
1981,264,250,haro:s,adv,always,(G. hamesh@:),"haro:s, adv. - always (G. hamesh@:)"
1982,265,251,harpo? ji,"n:, neut",noose,,"harpo? ji, n:, neut. — noose"
1983,265,251,haran,"n., neut",deer,(G. Aaran),"haran, n., neut. — deer (G. Aaran)"
1984,265,251,heranei:ta],"n., neut",spotted deer,,"heranei:ta],n., neut. - spotted deer"
1985,265,251,harks,"v., nc",give way,(H. Aarkat movement),"harks, v., nc. — give way (H. Aarkat movement)"
1986,265,251,harka:r,"n., peut",government,(G. sarka:r),"harka:r, n., peut. - government (G. sarka:r)"
1987,265,251,hayar,"n., neut",town,(G. shaher),"hayar, n., neut. — town (G. shaher)"
1988,265,251,hayarva:du,"n., neut",- town people,,"hayarva:du:, n., neut. —- town people"
1989,265,251,hayde,"n., neut",hunting,,"hayde:, n., neut. - hunting"
1990,265,251,haydo,"n., neut",concealing,(G. s@ta:dvii),"haydo:, n., neut. — concealing (G. s@ta:dvii)"
1991,265,251,Aa@y,adv,here,(G ahi),"Aa@y, adv. - here (G ahi)"
1992,265,251,hap,"n., neut",snake,(H. G. M. saip 13271),"hap, n., neut. - snake (H. G. M. saip 13271)"
1993,265,251,ha:pniangli,"n., neut",third finger,,"ha:pniangli, n., neut. —third finger"
1994,265,251,ha:t,"n., neut",hand,(G. Aa:t >14024),"ha:t, n., neut. — hand (G. Aa:t >14024)"
1995,265,251,ha:t,"n., neut",- seven,(H. M. G. sa:t *13139),"ha:t, n., neut, —- seven (H. M. G. sa:t *13139)"
1996,265,251,ha:tpadte,"n., neut",stomach,,"ha:tpadte, n., neut. - stomach"
1997,265,251,ha:da,"n., neut",plain,(H. sa:dha:),"ha:da:, n., neut. - plain (H. sa:dha:)"
1998,265,251,ha:do:dira:yv,"n., neut","sea, bay of Bengal",,"ha:do:dira:yv, n., neut. — sea, bay of Bengal"
1999,265,251,hazte,"n., neut","sandy, weekly market",(G. H. ha:t,"hazte, n., neut. - sandy, weekly market (G. H. ha:t"
2000,265,251,ha:di,"n., neut","Jersey, saree",(H. G. sa:ri: %12381),"ha:di, n., neut. - Jersey, saree (H. G. sa:ri: %12381)"
2001,265,251,hazet{ha:ci:t,"n., neut",truth,(G. sa:chum),"hazet{ha:ci:t, n., neut. - truth (G. sa:chum)"
2002,265,251,ha: jr,"n., neut",desire,,"ha: jr, n., neut. - desire"
2003,265,251,hat je,part,for,(G. ma:te: 2),"hat je, part. - for (G. ma:te: 2)"
2004,265,251,ha: ja,"n., mas",name of a king,,"ha: ja:, n., mas. - name of a king"
2005,265,251,ha: ja:nidhey,"n., neat",idols made by the king Haja,,"ha: ja:nidhey, n., neat.—idols made by the king Haja"
2006,265,251,Aa:y,"v., ne",catch,(G. sahwit),"Aa:y, v., ne. - catch (G. sahwit)"
2007,265,251,ha:vd,"n., neut",millet,,"ha:vd:, n., neut. - millet"
2008,266,252,ha:me,adv,opposite,(G. sazme:),"ha:me:, adv. - opposite (G. sazme:)"
2009,266,252,ha:mne,adv,"opoosite, in front of",(G. satme:),"ha:mne:, adv. - opoosite, in front of (G. satme:)"
2010,266,252,ha:Aje,"n., neut",evening,(G. sa:j >12918),"ha:Aje:, n., neut. — evening (G. sa:j >12918)"
2011,266,252,ha:ndains jha:du,"n., neut",rain-bow tree,,"ha:ndains jha:du, n., neut. — rain-bow tree"
2012,266,252,haz},"0., neut",— paddy,(H. ca:val),"haz}, 0., neut. -— paddy (H. ca:val)"
2013,266,252,ha: ti,"n., tem. (ha:liye:)",sister-in-law,(G. sali),"ha: ti, n., tem. (ha:liye:) — sister-in-law (G. sali)"
2014,266,252,ha:Jo,"n., mas- (ha:Ja:)",brother-in-law,(G. sa:/o),"ha:Jo:, n., mas- (ha:Ja:) — brother-in-law (G. sa:/o)"
2015,266,252,ha:jevi,"n., mas",weaver,(H. Jula:ha:),"ha:jevi, n., mas. ~ weaver (H. Jula:ha:)"
2016,266,252,ha:ra,adv,"all (M, sa:ra: )",,"ha:ra:, adv. - all (M, sa:ra: )"
2017,266,252,ha:Rs,"v., ns",laugh,(G. hasvit 14021),"ha:Rs, v., ns. — laugh (G. hasvit 14021)"
2018,266,252,Ae:Re,"n., neut",laughing,"(G. has ,, y","Ae:Re, n., neut. laughing (G. has ,, y"
2019,266,252,hota:y,"v., c",eause to collect,,"hota:y, v., c. — eause to collect"
2020,266,252,honna:riya,"n., mas",goldsmith,(G. soni),"honna:riya:, n., mas. - goldsmith (G. soni)"
2021,266,252,honns,"n., neut",gold,(G. sonu: >13519),"honns, n., neut. — gold (G. sonu: >13519)"
2022,266,252,ho,dv,"—yes, an expression of acceptance","(G. he:, hozy)","ho., dv.-—yes, an expression of acceptance (G. he:, hozy)"
2023,266,252,ho: p,"n., neut",cumin seed,(H. sawpk),"ho: p, n., neut. — cumin seed (H. sawpk)"
2024,266,252,ho:pe,"n., neut",silence,(H. cup),"ho:pe:, n., neut. — silence (H. cup)"
2025,266,252,ho'pe:rhe,"v., nc",be silent,(H. cupraho:),"ho'pe:rhe:, v., nc. — be silent (H. cupraho:)"
2026,266,252,ho:bar,"n., neut",hundred,(G. so: >12278),"ho:bar, n., neut. - hundred (G. so: >12278)"
2027,266,252,hoite,"v., nc",collect,(H. saceit hoina:),"hoite, v., nc. — collect (H. saceit hoina:)"
2028,266,252,ho:te,"n., neut",lip,(G. hogh »2563),"ho:te, n., neut.- lip (G. hogh »2563)"
2029,266,252,ho:dtdan,"n., neut",six hours,,"ho:dtdan, n., neut. — six hours"
2030,266,252,ho:dtsa,"n., neut",tamarind tree’s bark,,"ho:dtsa:, n., neut. ~ tamarind tree’s bark"
2031,266,252,ho:ke,"n., fem. (ho:ke:)","co—wife (H, sawta)",,"ho:ke, n., fem. (ho:ke:) - co—wife (H, sawta)"
2032,266,252,ho: jt,"v., nc",bulge (CH. su: jana),,"ho: jt, v., nc. - bulge (CH. su: jana)"
2033,266,252,howmi,"n., neut",agreement,(H. aumkair),"howmi, n., neut. - agreement (H. aumkair)"
2034,266,252,ho:mipads,"v., neut",agree,(H. cumka: rna:),"ho:mipads, v., neut. - agree (H. cumka: rna:)"
2035,267,253,ho:nu,dv,want,(H. ho:na),"ho:nu, dv. - want (H. ho:na)"
2036,267,253,ho:ia,"n., neut",sivteen,"(G, sol)","ho:ia:, n., neut. - sivteen (G, sol)"
2037,267,253,ho:la:v,"v., c",cause to comb,,"ho:la:v, v., c. - cause to comb"
2038,267,253,ho:/#,"v., nc",comb,(G. o:hlawii),"ho:/#, v., nc. - comb (G. o:hlawii)"
2039,267,253,ho:ri,"n., neut",scolding,(H. so:r a loud cry),"ho:ri, n., neut. - scolding (H. so:r a loud cry)"
2040,267,253,ho:zride,"v., nc",scold,,"ho:zride:, v., nc. - scold"
2041,267,253,Aupa:ri,"n., neut",arica-nut(H. supa:ri:),,"Aupa:ri,n., neut. - arica-nut(H. supa:ri:)"
2042,267,253,Aupudu,"n., neut",winnowing pan,(H. supe:/i:),"Aupudu, n., neut. - winnowing pan (H. supe:/i:)"
2043,267,253,Auttireti,"n., neut",hemp,,"Auttireti,n., neut. - hemp"
2044,267,253,hutte:a,"n., neut",cotton,,"hutte:a, n., neut, — cotton"
2045,267,253,hudu/hudo,"n., neut","real, truth",,"hudu/hudo:, n., neut. - real, truth"
2046,267,253,hudukar,"v., nc",correct,,"hudukar, v., nc. ~ correct"
2047,267,253,huda:v,"v., c",cause to sleep,,"huda:v, v., c. — cause to sleep"
2048,267,253,hukam,"n., neut",acceptance,,"hukam, n., neut. - acceptance"
2049,267,253,Auka:y. v,nc,dry,(G. sukhovi °12548),"Auka:y. v., nc. — dry (G. sukhovi °12548)"
2050,267,253,Auka:ds,"v., c",cause to dry,,"Auka:ds, v., c. - cause to dry"
2051,267,253,Auva:ds,"v:, c",cause to sleep,,"Auva:ds, v:, c. - cause to sleep"
2052,267,253,sui,"n., neut",joy,(G. kAushazli:),"sui, n., neut. - joy (G. kAushazli:)"
2053,267,253,huma'r,"n., neut",target,,"huma'r, n., neut. — target"
2054,267,253,hAunr,"n., neut",three and a half,,"hAunr, n., neut. - three and a half"
2055,267,253,hufio,"n., neut",needle,(G. so:yo: a large needle »13551),"hufio:, n., neut. — needle (G. so:yo: a large needle »13551)"
2056,267,253,Aurga:de,"v,c",cause to smell,,"Aurga:de, v,c. — cause to smell"
2057,267,253,hungt,"v., nc",smell,(G. sunghvit),"hungt, v., nc. — smell (G. sunghvit)"
2058,267,253,hulda:v,"v., c",cause to peel,,"hulda:v, v., c. — cause to peel"
2059,267,253,Auldr,"v., nc",peel,,"Auldr, v., nc. — peel"
2060,267,253,hiy.n,neut,needle,(G. soi >13551),"hiy.n., neut. - needle (G. soi >13551)"
2061,267,253,hu,"v, nc",sleep,"(H. sula:na:, S. supti 13480)","hu:, v, nc. — sleep (H. sula:na:, S. supti 13480)"
2062,268,254,Au:fe,"n., neut",dried ginger root (Hi. sd: sy,,"Au:fe, n., neut. - dried ginger root (Hi. sd: sy"
2063,268,254,hu:ja,"n., neut",liver fried for offering to god,,"hu:ja:, n., neut. - liver fried for offering to god"
2064,268,254,Asrekni,"n., neut",pale-red in colour im],,"Asrekni, n., neut. — pale-red in colour im]"
2065,268,254,mitu,adj,sweet,(G. mitha:i),"mitu, adj. —sweet (G. mitha:i)"
2066,268,254,miskibilla:di,"n., neut",musk-cat,,"miskibilla:di, n., neut. musk-cat"
2067,268,254,mislo,"n., Deut",bag,,"mislo:, n., Deut. - bag"
2068,268,254,mizva:n,"n., neut",feast,(G. mahema:ny,"mizva:n, n., neut. — feast (G. mahema:ny"
2069,268,254,minst,"n., neut",effort,,"minst, n., neut. — effort"
2070,268,254,mit ji,"n., neut-",ring,,"mit ji, n., neut- - ring"
2071,268,254,mila:y,"n., neut",mingling,(H. milaina)y,"mila:y, n., neut. — mingling (H. milaina)y"
2072,268,254,mirigi,"n., neut",a disease,,"mirigi, n., neut. — a disease"
2073,268,254,mi:f,"n., neut",salt,,"mi:f, n., neut.— salt"
2074,268,254,mi:sin,"n., neut",black powder for teeth,,"mi:sin, n., neut. — black powder for teeth"
2075,268,254,mela:v/me:la:yv,"v-, ¢",cause to leave,,"mela:v/me:la:yv, v-, ¢. — cause to leave"
2076,268,254,me,pro,1(G. mé:),,"me:, pro. -1(G. mé:)"
2077,268,254,me:dhiya,"n., mas",name of a king,,"me:dhiya:, n., mas. - name of a king"
2078,268,254,me:va:do:. n,mas,devotee,,"me:va:do:. n., mas. — devotee"
2079,268,254,me:vo-,"n., neut",edible,,"me:vo-, n., neut. — edible"
2080,268,254,se:vu,"n., aeut",people of the third-sect,,"se:vu, n., aeut. — people of the third-sect"
2081,268,254,me:gdu:k,"n., neut",frog,(M. médu:k »97T46),"me:gdu:k, n., neut. — frog (M. médu:k »97T46)"
2082,268,254,mezuidu:knema:ztstl,"no, neut",tadpole,,"mezuidu:knema:ztstl:, no, neut. ~ tadpole"
2083,268,254,meinds,"n., neut",bund,,"meinds, n., neut. ~ bund"
2084,268,254,me:l,"v., nc",leave,(G. mélyt »10333),"me:l, v., nc. - leave (G. mélyt »10333)"
2085,268,254,me:i,"n., neut","dust, dirtiness",(G. mel »9899),"me:i, n., neut. ~ dust, dirtiness (G. mel »9899)"
2086,268,254,me:fe,"n., neut",line,,"me:fe:,n., neut. ~ line"
2087,268,254,me:fe:ja,"v., nc",go in a line,,"me:fe:ja:, v., nc, - go in a line"
2088,269,255,me:ndho,"n., mas",he-sheep,"(G. medho:, S$. me:ndha","me:ndho:, n., mas. - he-sheep (G. medho:, S$. me:ndha"
2089,269,255,me:fno:pa:lo,"n., neut",henna,,"me:fno:pa:lo:, n., neut. - henna"
2090,269,255,me:nni,"n., newt",sheep’s dung,,"me:nni, n., newt. — sheep’s dung"
2091,269,255,me:riyo,"n., neut",north,,"me:riyo:, n., neut. — north"
2092,269,255,mato,"n., neut",fatness,,"mato:, n., neut. — fatness"
2093,269,255,matu,adj,fat,,"matu, adj. — fat"
2094,269,255,mat,"v., nc",wipe,(H. matakana: to tuinkle %9722),"mat, v., nc. - wipe (H. matakana: to tuinkle %9722)"
2095,269,255,mata:y,"v., Cc",cause to wipe,,"mata:y, v., Cc. - cause to wipe"
2096,269,255,magko,"n, neut",big earthern—vessal,,"magko:, n, neut. - big earthern—vessal"
2097,269,255,makkhi,"n., neut",fly,(H. makkki: %9696),"makkhi, n., neut. - fly (H. makkki: %9696)"
