Record_Type,Source_Key,PDF_Page,Printed_Page,Column,Item,Gloss,Site,Role,Source_Name,Location,Source_Raw,Manual_Transcription,Resolved_Forms,Similarity_Groups,Qualifiers,Manual_Review,Item_Review_Note,Uncertainty_Type,OCR_Evidence_Primary,OCR_Evidence_Secondary,OCR_Evidence_Latin,Source_Status,Status,Reason,Language_ID,Dialect_ID,Citation,Entry_Keys
wordlist cell,webster2024haryanvi,39,32,1,175,same,HLH,target,Loharu Haryanvi/Bagri,"Loharu, Mahendragarh district, Haryana",2 ek sa /3 vʌhi,2 ek sa /3 vʌhi,ek sa | vʌhi,2 | 3, | ,manual-scan,,,2 ek sa /3 vahi,2 ek sa /3 vahi,2 ek sa 1/3 vahi,response,installed,,kaithal,sil-haryanvi-2024-hlh,"webster2024haryanvi[Appendix A.3, printed p. 32, item 175, HLH]",silharyanvi2024:i175:hlh:v01 | silharyanvi2024:i175:hlh:v02
wordlist cell,webster2024haryanvi,39,32,1,175,same,PBG,comparison,Kuthard Baghati Pahari comparison,"Kuthard, Kasali Tehsil, Solan district, Himachal Pradesh",,,,,,excluded comparison; not manually transcribed,,,5 eko dza!,5 eko dza!,5 eko dza!,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 32, item 175, PBG]",
wordlist cell,webster2024haryanvi,39,32,1,175,same,HIN,comparison,Standard North Indian Hindustani comparison,North India; many sources,,,,,,excluded comparison; not manually transcribed,,,4 saman /2 ckhi,4 saman /2 ckhi,4 saman /2 ekhi,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 32, item 175, HIN]",
wordlist cell,webster2024haryanvi,39,32,1,175,same,PUN,comparison,Standard Punjabi comparison,"Fatehgarh/Churian, Guridaspur district, Punjab",,,,,,excluded comparison; not manually transcribed,,,1 barabar /5 ekod3ze,1 barabar /5 ekod3ze,1 barabar 15 eckod3e,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 32, item 175, PUN]",
wordlist cell,webster2024haryanvi,39,32,2,176,different,HRT,target,Rohtak Haryanvi/Bangru,"Rohtak, Rohtak district, Haryana",1 njare njare,1 njare njare,njare njare,1,,manual-scan,,,1 njzre njzce,1 njzre njzce,1 njære njæce,response,installed,,kaithal,sil-haryanvi-2024-hrt,"webster2024haryanvi[Appendix A.3, printed p. 32, item 176, HRT]",silharyanvi2024:i176:hrt:v01
wordlist cell,webster2024haryanvi,39,32,2,176,different,HJN,target,Jind Haryanvi,"Jind, Jind district, Haryana",1 njara njara,1 njara njara,njara njara,1,,manual-scan,,,1 njara njarca,1 njara njarca,1 njara njara,response,installed,,kaithal,sil-haryanvi-2024-hjn,"webster2024haryanvi[Appendix A.3, printed p. 32, item 176, HJN]",silharyanvi2024:i176:hjn:v01
wordlist cell,webster2024haryanvi,39,32,2,176,different,HFT,target,Fatehabad Haryanvi/Bagri,"Fatehabad, Hissar district, Haryana",1 njara njara,1 njara njara,njara njara,1,,manual-scan,,,1 njara njaca,1 njara njaca,1 njara njaca,response,installed,,kaithal,sil-haryanvi-2024-hft,"webster2024haryanvi[Appendix A.3, printed p. 32, item 176, HFT]",silharyanvi2024:i176:hft:v01
wordlist cell,webster2024haryanvi,39,32,2,176,different,HNG,target,Dehar (Narayangarh) Haryanvi,"Dehar, Narayangarh Tehsil, Ambala district, Haryana",1 njara njara,1 njara njara,njara njara,1,,manual-scan,,,1 njara njara,1 njara njara,1 njara njara,response,installed,,kaithal,sil-haryanvi-2024-hng,"webster2024haryanvi[Appendix A.3, printed p. 32, item 176, HNG]",silharyanvi2024:i176:hng:v01
wordlist cell,webster2024haryanvi,39,32,2,176,different,BPL,comparison,Palwal Braj Bhasha/Haryanvi comparison,"Aalahpur, Palwal Tehsil, Faridabad district, Haryana",,,,,,excluded comparison; not manually transcribed,,,1 njaro njaro,1 njaro njaro,1 njaro njaro,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 32, item 176, BPL]",
wordlist cell,webster2024haryanvi,39,32,2,176,different,HTR,target,Taoru Haryanvi/Mewati,"Taoru, Gurgaon district, Haryana",1 njare njare,1 njare njare,njare njare,1,,manual-scan,,,1 njare njare,1 njare njare,1 njare njare,response,installed,,kaithal,sil-haryanvi-2024-htr,"webster2024haryanvi[Appendix A.3, printed p. 32, item 176, HTR]",silharyanvi2024:i176:htr:v01
wordlist cell,webster2024haryanvi,39,32,2,176,different,HLH,target,Loharu Haryanvi/Bagri,"Loharu, Mahendragarh district, Haryana",1 njara njara,1 njara njara,njara njara,1,,manual-scan,,,1 njara njara,1 njara njara,í njara njara,response,installed,,kaithal,sil-haryanvi-2024-hlh,"webster2024haryanvi[Appendix A.3, printed p. 32, item 176, HLH]",silharyanvi2024:i176:hlh:v01
wordlist cell,webster2024haryanvi,39,32,2,176,different,PBG,comparison,Kuthard Baghati Pahari comparison,"Kuthard, Kasali Tehsil, Solan district, Himachal Pradesh",,,,,,excluded comparison; not manually transcribed,,,2 lag,2 lag,2 lag,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 32, item 176, PBG]",
wordlist cell,webster2024haryanvi,39,32,2,176,different,HIN,comparison,Standard North Indian Hindustani comparison,North India; many sources,,,,,,excluded comparison; not manually transcribed,,,2 alag /3 bark,2 alag /3 bark,2 alag 13 ġark,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 32, item 176, HIN]",
wordlist cell,webster2024haryanvi,39,32,2,176,different,PUN,comparison,Standard Punjabi comparison,"Fatehgarh/Churian, Guridaspur district, Punjab",,,,,,excluded comparison; not manually transcribed,,,1 tara taca /4 vakea vak,1 tara taca /4 vakea vak,1 țara taca l4 vakra vak,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 32, item 176, PUN]",
wordlist cell,webster2024haryanvi,39,32,3,177,whole,HRT,target,Rohtak Haryanvi/Bangru,"Rohtak, Rohtak district, Haryana",1 sabʌt̪ /2 purʌm pʌt̪,1 sabʌt̪ /2 purʌm pʌt̪,sabʌt̪ | purʌm pʌt̪,1 | 2, | ,manual-scan,,,1 sabat /2 puram pat,1 sabat /2 puram pat,1 sabak /2 puram pat,response,installed,,kaithal,sil-haryanvi-2024-hrt,"webster2024haryanvi[Appendix A.3, printed p. 32, item 177, HRT]",silharyanvi2024:i177:hrt:v01 | silharyanvi2024:i177:hrt:v02
wordlist cell,webster2024haryanvi,39,32,3,177,whole,HJN,target,Jind Haryanvi,"Jind, Jind district, Haryana",3 sara /4 pura,3 sara /4 pura,sara | pura,3 | 4, | ,manual-scan,,,3 sara /4 pura,3 sara /4 pura,3 sara 14 pura,response,installed,,kaithal,sil-haryanvi-2024-hjn,"webster2024haryanvi[Appendix A.3, printed p. 32, item 177, HJN]",silharyanvi2024:i177:hjn:v01 | silharyanvi2024:i177:hjn:v02
wordlist cell,webster2024haryanvi,39,32,3,177,whole,HFT,target,Fatehabad Haryanvi/Bagri,"Fatehabad, Hissar district, Haryana",3 sara /4 pura,3 sara /4 pura,sara | pura,3 | 4, | ,manual-scan,,,3 saca /4 pura,3 saca /4 pura,3 sara /4 pura,response,installed,,kaithal,sil-haryanvi-2024-hft,"webster2024haryanvi[Appendix A.3, printed p. 32, item 177, HFT]",silharyanvi2024:i177:hft:v01 | silharyanvi2024:i177:hft:v02
wordlist cell,webster2024haryanvi,39,32,3,177,whole,HNG,target,Dehar (Narayangarh) Haryanvi,"Dehar, Narayangarh Tehsil, Ambala district, Haryana",3 sara /4 pura,3 sara /4 pura,sara | pura,3 | 4, | ,manual-scan,HNG has a clipped fifth response beginning /5 that remains unresolved,transcription,3 sara /4 pura /5,3 sara /4 pura /5,3 sara l4 pura IS,response,installed,,kaithal,sil-haryanvi-2024-hng,"webster2024haryanvi[Appendix A.3, printed p. 32, item 177, HNG]",silharyanvi2024:i177:hng:v01 | silharyanvi2024:i177:hng:v02
wordlist cell,webster2024haryanvi,39,32,3,177,whole,BPL,comparison,Palwal Braj Bhasha/Haryanvi comparison,"Aalahpur, Palwal Tehsil, Faridabad district, Haryana",,,,,,excluded comparison; not manually transcribed,,,4 puro,4 puro,4 puro,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 32, item 177, BPL]",
wordlist cell,webster2024haryanvi,39,32,3,177,whole,HTR,target,Taoru Haryanvi/Mewati,"Taoru, Gurgaon district, Haryana",3 saro /4 pura,3 saro /4 pura,saro | pura,3 | 4, | ,manual-scan,,,3 saro /4 pura,3 saro /4 pura,3 saro }4 pura,response,installed,,kaithal,sil-haryanvi-2024-htr,"webster2024haryanvi[Appendix A.3, printed p. 32, item 177, HTR]",silharyanvi2024:i177:htr:v01 | silharyanvi2024:i177:htr:v02
wordlist cell,webster2024haryanvi,39,32,3,177,whole,HLH,target,Loharu Haryanvi/Bagri,"Loharu, Mahendragarh district, Haryana",1 sabʌt̪ /2 purʌm pʌt̪,1 sabʌt̪ /2 purʌm pʌt̪,sabʌt̪ | purʌm pʌt̪,1 | 2, | ,manual-scan,,,1 sabat /2 puram pat,1 sabat /2 puram pat,1 sabak |2 puram pat,response,installed,,kaithal,sil-haryanvi-2024-hlh,"webster2024haryanvi[Appendix A.3, printed p. 32, item 177, HLH]",silharyanvi2024:i177:hlh:v01 | silharyanvi2024:i177:hlh:v02
wordlist cell,webster2024haryanvi,39,32,3,177,whole,PBG,comparison,Kuthard Baghati Pahari comparison,"Kuthard, Kasali Tehsil, Solan district, Himachal Pradesh",,,,,,excluded comparison; not manually transcribed,,,3 sata,3 sata,3 sara,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 32, item 177, PBG]",
wordlist cell,webster2024haryanvi,39,32,3,177,whole,HIN,comparison,Standard North Indian Hindustani comparison,North India; many sources,,,,,,excluded comparison; not manually transcribed,,,4 puca /6 purna kea PUN 4 pura,4 puca /6 purna kea PUN 4 pura,4 pura 16 purna kra PUN 4 pura,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 32, item 177, HIN]",
wordlist cell,webster2024haryanvi,39,32,3,177,whole,PUN,comparison,Standard Punjabi comparison,"Fatehgarh/Churian, Guridaspur district, Punjab",,,,,,excluded comparison; not manually transcribed,,,,,,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 32, item 177, PUN]",
wordlist cell,webster2024haryanvi,39,32,1,178,broken,HRT,target,Rohtak Haryanvi/Bangru,"Rohtak, Rohtak district, Haryana",1 t̪uṭja oḍ,1 t̪uṭja oḍ,t̪uṭja oḍ,1,,manual-scan,source parenthetical retained,,1 tutja od,,1 tuțja oq,response,installed,,kaithal,sil-haryanvi-2024-hrt,"webster2024haryanvi[Appendix A.3, printed p. 32, item 178, HRT]",silharyanvi2024:i178:hrt:v01
wordlist cell,webster2024haryanvi,39,32,1,178,broken,HJN,target,Jind Haryanvi,"Jind, Jind district, Haryana",1 t̪uṭa /2 pʰuṭa,1 t̪uṭa /2 pʰuṭa,t̪uṭa | pʰuṭa,1 | 2, | ,manual-scan,source parenthetical retained,,1 tuta /2 p*uta,,1 tuța /2 p*uta,response,installed,,kaithal,sil-haryanvi-2024-hjn,"webster2024haryanvi[Appendix A.3, printed p. 32, item 178, HJN]",silharyanvi2024:i178:hjn:v01 | silharyanvi2024:i178:hjn:v02
wordlist cell,webster2024haryanvi,39,32,1,178,broken,HFT,target,Fatehabad Haryanvi/Bagri,"Fatehabad, Hissar district, Haryana",1 t̪uṭeḍo (past) /2 pʰuṭeḍo,1 t̪uṭeḍo (past) /2 pʰuṭeḍo,t̪uṭeḍo | pʰuṭeḍo,1 | 2,past | ,manual-scan,source parenthetical retained,,1 tuftedo (past) /2 p*uted,,1 tutedo (past) /2 přuțteq,response,installed,,kaithal,sil-haryanvi-2024-hft,"webster2024haryanvi[Appendix A.3, printed p. 32, item 178, HFT]",silharyanvi2024:i178:hft:v01 | silharyanvi2024:i178:hft:v02
wordlist cell,webster2024haryanvi,39,32,1,178,broken,HNG,target,Dehar (Narayangarh) Haryanvi,"Dehar, Narayangarh Tehsil, Ambala district, Haryana",1 t̪uṭʰa,1 t̪uṭʰa,t̪uṭʰa,1,,manual-scan,source parenthetical retained,,1 f{uf®a,lITR,1 tuț’a,response,installed,,kaithal,sil-haryanvi-2024-hng,"webster2024haryanvi[Appendix A.3, printed p. 32, item 178, HNG]",silharyanvi2024:i178:hng:v01
wordlist cell,webster2024haryanvi,39,32,1,178,broken,BPL,comparison,Palwal Braj Bhasha/Haryanvi comparison,"Aalahpur, Palwal Tehsil, Faridabad district, Haryana",,,,,,excluded comparison; not manually transcribed,,,1 {uta,,1 tuta,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 32, item 178, BPL]",
wordlist cell,webster2024haryanvi,39,32,1,178,broken,HTR,target,Taoru Haryanvi/Mewati,"Taoru, Gurgaon district, Haryana",1 t̪uṭi,1 t̪uṭi,t̪uṭi,1,,manual-scan,source parenthetical retained,,1 futi,,1 tuți,response,installed,,kaithal,sil-haryanvi-2024-htr,"webster2024haryanvi[Appendix A.3, printed p. 32, item 178, HTR]",silharyanvi2024:i178:htr:v01
wordlist cell,webster2024haryanvi,39,32,1,178,broken,HLH,target,Loharu Haryanvi/Bagri,"Loharu, Mahendragarh district, Haryana",1 t̪uṭioḍ,1 t̪uṭioḍ,t̪uṭioḍ,1,,manual-scan,source parenthetical retained,,1 tuftlod,i 1 1 tutja od tuta /2 p*uta tutedo (past) /2 p*uted tutta tuta tui tut lod tut {uta toteja,1 tuțiodq,response,installed,,kaithal,sil-haryanvi-2024-hlh,"webster2024haryanvi[Appendix A.3, printed p. 32, item 178, HLH]",silharyanvi2024:i178:hlh:v01
wordlist cell,webster2024haryanvi,39,32,1,178,broken,PBG,comparison,Kuthard Baghati Pahari comparison,"Kuthard, Kasali Tehsil, Solan district, Himachal Pradesh",,,,,,excluded comparison; not manually transcribed,,,1 {ut,,í tut,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 32, item 178, PBG]",
wordlist cell,webster2024haryanvi,39,32,1,178,broken,HIN,comparison,Standard North Indian Hindustani comparison,North India; many sources,,,,,,excluded comparison; not manually transcribed,,,1 ftufta,,1 tuta,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 32, item 178, HIN]",
wordlist cell,webster2024haryanvi,39,32,1,178,broken,PUN,comparison,Standard Punjabi comparison,"Fatehgarh/Churian, Guridaspur district, Punjab",,,,,,excluded comparison; not manually transcribed,,,1 toteja,,1 totț°ja,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 32, item 178, PUN]",
wordlist cell,webster2024haryanvi,39,32,2,179,few,HRT,target,Rohtak Haryanvi/Bangru,"Rohtak, Rohtak district, Haryana",1 tʰoḍa sa,1 tʰoḍa sa,tʰoḍa sa,1,,manual-scan,,,1 thoda sa,1 thoda sa,1 toda sa,response,installed,,kaithal,sil-haryanvi-2024-hrt,"webster2024haryanvi[Appendix A.3, printed p. 32, item 179, HRT]",silharyanvi2024:i179:hrt:v01
wordlist cell,webster2024haryanvi,39,32,2,179,few,HJN,target,Jind Haryanvi,"Jind, Jind district, Haryana",1 tʰoḍa,1 tʰoḍa,tʰoḍa,1,,manual-scan,,,1 thoda do HFT 1 ghoda,1 f£hoda,1 froda jo HFT 1 ġtħoda,response,installed,,kaithal,sil-haryanvi-2024-hjn,"webster2024haryanvi[Appendix A.3, printed p. 32, item 179, HJN]",silharyanvi2024:i179:hjn:v01
wordlist cell,webster2024haryanvi,39,32,2,179,few,HFT,target,Fatehabad Haryanvi/Bagri,"Fatehabad, Hissar district, Haryana",1 tʰoḍa,1 tʰoḍa,tʰoḍa,1,,manual-scan,,,,1 g*oda,,response,installed,,kaithal,sil-haryanvi-2024-hft,"webster2024haryanvi[Appendix A.3, printed p. 32, item 179, HFT]",silharyanvi2024:i179:hft:v01
wordlist cell,webster2024haryanvi,39,32,2,179,few,HNG,target,Dehar (Narayangarh) Haryanvi,"Dehar, Narayangarh Tehsil, Ambala district, Haryana",1 tʰoḍa,1 tʰoḍa,tʰoḍa,1,,manual-scan,,,1 toda,1 toda,1 troda,response,installed,,kaithal,sil-haryanvi-2024-hng,"webster2024haryanvi[Appendix A.3, printed p. 32, item 179, HNG]",silharyanvi2024:i179:hng:v01
wordlist cell,webster2024haryanvi,39,32,2,179,few,BPL,comparison,Palwal Braj Bhasha/Haryanvi comparison,"Aalahpur, Palwal Tehsil, Faridabad district, Haryana",,,,,,excluded comparison; not manually transcribed,,,1 t*oda /2 kam,1 t*oda /2 kam,1 troda 12 kam,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 32, item 179, BPL]",
wordlist cell,webster2024haryanvi,39,32,2,179,few,HTR,target,Taoru Haryanvi/Mewati,"Taoru, Gurgaon district, Haryana",1 tʰoḍa,1 tʰoḍa,tʰoḍa,1,,manual-scan,,,1 gt*oda,1 gt*oda,1 toda,response,installed,,kaithal,sil-haryanvi-2024-htr,"webster2024haryanvi[Appendix A.3, printed p. 32, item 179, HTR]",silharyanvi2024:i179:htr:v01
wordlist cell,webster2024haryanvi,39,32,2,179,few,HLH,target,Loharu Haryanvi/Bagri,"Loharu, Mahendragarh district, Haryana",1 tʰoḍa,1 tʰoḍa,tʰoḍa,1,,manual-scan,,,1 t*oda,1 t*oda,1 t*oda,response,installed,,kaithal,sil-haryanvi-2024-hlh,"webster2024haryanvi[Appendix A.3, printed p. 32, item 179, HLH]",silharyanvi2024:i179:hlh:v01
wordlist cell,webster2024haryanvi,39,32,2,179,few,PBG,comparison,Kuthard Baghati Pahari comparison,"Kuthard, Kasali Tehsil, Solan district, Himachal Pradesh",,,,,,excluded comparison; not manually transcribed,,,1 toca,1 toca,1 toga,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 32, item 179, PBG]",
wordlist cell,webster2024haryanvi,39,32,2,179,few,HIN,comparison,Standard North Indian Hindustani comparison,North India; many sources,,,,,,excluded comparison; not manually transcribed,,,1 thoda,1 thoda,ł thoda,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 32, item 179, HIN]",
wordlist cell,webster2024haryanvi,39,32,2,179,few,PUN,comparison,Standard Punjabi comparison,"Fatehgarh/Churian, Guridaspur district, Punjab",,,,,,excluded comparison; not manually transcribed,,,1 fthoda /3 kate,1 thoda /3 kate,1 thoda 13 kat-,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 32, item 179, PUN]",
