Record_Type,Source_Key,PDF_Page,Printed_Page,Column,Item,Gloss,Site,Role,Source_Name,Location,Source_Raw,Manual_Transcription,Resolved_Forms,Similarity_Groups,Qualifiers,Manual_Review,Item_Review_Note,Uncertainty_Type,OCR_Evidence_Primary,OCR_Evidence_Secondary,OCR_Evidence_Latin,Source_Status,Status,Reason,Language_ID,Dialect_ID,Citation,Entry_Keys
wordlist cell,webster2024haryanvi,28,21,1,7,nose,HNG,target,Dehar (Narayangarh) Haryanvi,"Dehar, Narayangarh Tehsil, Ambala district, Haryana",1 nak,1 nak,nak,1,,manual-scan,,,1 nak,1 nak,1 nak,response,installed,,kaithal,sil-haryanvi-2024-hng,"webster2024haryanvi[Appendix A.3, printed p. 21, item 7, HNG]",silharyanvi2024:i007:hng:v01
wordlist cell,webster2024haryanvi,28,21,1,7,nose,BPL,comparison,Palwal Braj Bhasha/Haryanvi comparison,"Aalahpur, Palwal Tehsil, Faridabad district, Haryana",,,,,,excluded comparison; not manually transcribed,,,1 nak,1 nak,1 nak,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 21, item 7, BPL]",
wordlist cell,webster2024haryanvi,28,21,1,7,nose,HTR,target,Taoru Haryanvi/Mewati,"Taoru, Gurgaon district, Haryana",1 nak,1 nak,nak,1,,manual-scan,,,1 nak,1 nak,1 nak,response,installed,,kaithal,sil-haryanvi-2024-htr,"webster2024haryanvi[Appendix A.3, printed p. 21, item 7, HTR]",silharyanvi2024:i007:htr:v01
wordlist cell,webster2024haryanvi,28,21,1,7,nose,HLH,target,Loharu Haryanvi/Bagri,"Loharu, Mahendragarh district, Haryana",1 nak,1 nak,nak,1,,manual-scan,,,1 nak,1 nak,i nak,response,installed,,kaithal,sil-haryanvi-2024-hlh,"webster2024haryanvi[Appendix A.3, printed p. 21, item 7, HLH]",silharyanvi2024:i007:hlh:v01
wordlist cell,webster2024haryanvi,28,21,1,7,nose,PBG,comparison,Kuthard Baghati Pahari comparison,"Kuthard, Kasali Tehsil, Solan district, Himachal Pradesh",,,,,,excluded comparison; not manually transcribed,,,1 nak,1 nak,1 nak,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 21, item 7, PBG]",
wordlist cell,webster2024haryanvi,28,21,1,7,nose,HIN,comparison,Standard North Indian Hindustani comparison,North India; many sources,,,,,,excluded comparison; not manually transcribed,,,1 nak,1 nak,1 nak,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 21, item 7, HIN]",
wordlist cell,webster2024haryanvi,28,21,1,7,nose,PUN,comparison,Standard Punjabi comparison,"Fatehgarh/Churian, Guridaspur district, Punjab",,,,,,excluded comparison; not manually transcribed,,,1 nak,1 nak,1 nak,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 21, item 7, PUN]",
wordlist cell,webster2024haryanvi,28,21,2,8,mouth,HRT,target,Rohtak Haryanvi/Bangru,"Rohtak, Rohtak district, Haryana",1 mu,1 mu,mu,1,,manual-scan,,,1 mu,1 mu,1 mu,response,installed,,kaithal,sil-haryanvi-2024-hrt,"webster2024haryanvi[Appendix A.3, printed p. 21, item 8, HRT]",silharyanvi2024:i008:hrt:v01
wordlist cell,webster2024haryanvi,28,21,2,8,mouth,HJN,target,Jind Haryanvi,"Jind, Jind district, Haryana",1 mu,1 mu,mu,1,,manual-scan,,,1 mu,1 mu,1 mu,response,installed,,kaithal,sil-haryanvi-2024-hjn,"webster2024haryanvi[Appendix A.3, printed p. 21, item 8, HJN]",silharyanvi2024:i008:hjn:v01
wordlist cell,webster2024haryanvi,28,21,2,8,mouth,HFT,target,Fatehabad Haryanvi/Bagri,"Fatehabad, Hissar district, Haryana",1 mũh,1 mũh,mũh,1,,manual-scan,,,1 mdh,1 mdh,1 mõh,response,installed,,kaithal,sil-haryanvi-2024-hft,"webster2024haryanvi[Appendix A.3, printed p. 21, item 8, HFT]",silharyanvi2024:i008:hft:v01
wordlist cell,webster2024haryanvi,28,21,2,8,mouth,HNG,target,Dehar (Narayangarh) Haryanvi,"Dehar, Narayangarh Tehsil, Ambala district, Haryana",1 mu,1 mu,mu,1,,manual-scan,,,1 mu,1 mu,1 mu,response,installed,,kaithal,sil-haryanvi-2024-hng,"webster2024haryanvi[Appendix A.3, printed p. 21, item 8, HNG]",silharyanvi2024:i008:hng:v01
wordlist cell,webster2024haryanvi,28,21,2,8,mouth,BPL,comparison,Palwal Braj Bhasha/Haryanvi comparison,"Aalahpur, Palwal Tehsil, Faridabad district, Haryana",,,,,,excluded comparison; not manually transcribed,,,1 mahd,1 mahd,1 mahð,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 21, item 8, BPL]",
wordlist cell,webster2024haryanvi,28,21,2,8,mouth,HTR,target,Taoru Haryanvi/Mewati,"Taoru, Gurgaon district, Haryana",1 mũ,1 mũ,mũ,1,,manual-scan,,,1 mo,1 mo,1 mü,response,installed,,kaithal,sil-haryanvi-2024-htr,"webster2024haryanvi[Appendix A.3, printed p. 21, item 8, HTR]",silharyanvi2024:i008:htr:v01
wordlist cell,webster2024haryanvi,28,21,2,8,mouth,HLH,target,Loharu Haryanvi/Bagri,"Loharu, Mahendragarh district, Haryana",1 mu,1 mu,mu,1,,manual-scan,,,1 mu,1 mu,1 mu,response,installed,,kaithal,sil-haryanvi-2024-hlh,"webster2024haryanvi[Appendix A.3, printed p. 21, item 8, HLH]",silharyanvi2024:i008:hlh:v01
wordlist cell,webster2024haryanvi,28,21,2,8,mouth,PBG,comparison,Kuthard Baghati Pahari comparison,"Kuthard, Kasali Tehsil, Solan district, Himachal Pradesh",,,,,,excluded comparison; not manually transcribed,,,1 ma,1 ma,1 mū,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 21, item 8, PBG]",
wordlist cell,webster2024haryanvi,28,21,2,8,mouth,HIN,comparison,Standard North Indian Hindustani comparison,North India; many sources,,,,,,excluded comparison; not manually transcribed,,,1 mQh 7/2 muk*,1 mQh 7/2 muk*,1 müh /2 muk*,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 21, item 8, HIN]",
wordlist cell,webster2024haryanvi,28,21,2,8,mouth,PUN,comparison,Standard Punjabi comparison,"Fatehgarh/Churian, Guridaspur district, Punjab",,,,,,excluded comparison; not manually transcribed,,,1 mQ,1 mQ,1 mū,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 21, item 8, PUN]",
wordlist cell,webster2024haryanvi,28,21,3,9,teeth,HRT,target,Rohtak Haryanvi/Bangru,"Rohtak, Rohtak district, Haryana",1 d̪aṇṭ,1 d̪aṇṭ,d̪aṇṭ,1,,manual-scan,the source distinguishes dental underbar and retroflex underdot; retained as visible,,1 dant,1 dant,1 dapt,response,installed,,kaithal,sil-haryanvi-2024-hrt,"webster2024haryanvi[Appendix A.3, printed p. 21, item 9, HRT]",silharyanvi2024:i009:hrt:v01
wordlist cell,webster2024haryanvi,28,21,3,9,teeth,HJN,target,Jind Haryanvi,"Jind, Jind district, Haryana",1 d̪aṇḍ,1 d̪aṇḍ,d̪aṇḍ,1,,manual-scan,the source distinguishes dental underbar and retroflex underdot; retained as visible,,1 gang,1 gang,1 dāäņpd,response,installed,,kaithal,sil-haryanvi-2024-hjn,"webster2024haryanvi[Appendix A.3, printed p. 21, item 9, HJN]",silharyanvi2024:i009:hjn:v01
wordlist cell,webster2024haryanvi,28,21,3,9,teeth,HFT,target,Fatehabad Haryanvi/Bagri,"Fatehabad, Hissar district, Haryana",1 d̪at̪,1 d̪at̪,d̪at̪,1,,manual-scan,the source distinguishes dental underbar and retroflex underdot; retained as visible,,1 dat,1 dat,1 dāt,response,installed,,kaithal,sil-haryanvi-2024-hft,"webster2024haryanvi[Appendix A.3, printed p. 21, item 9, HFT]",silharyanvi2024:i009:hft:v01
wordlist cell,webster2024haryanvi,28,21,3,9,teeth,HNG,target,Dehar (Narayangarh) Haryanvi,"Dehar, Narayangarh Tehsil, Ambala district, Haryana",1 daṇḍ,1 daṇḍ,daṇḍ,1,,manual-scan,the source distinguishes dental underbar and retroflex underdot; retained as visible,,1 dand,1 dand,1 daņpd,response,installed,,kaithal,sil-haryanvi-2024-hng,"webster2024haryanvi[Appendix A.3, printed p. 21, item 9, HNG]",silharyanvi2024:i009:hng:v01
wordlist cell,webster2024haryanvi,28,21,3,9,teeth,BPL,comparison,Palwal Braj Bhasha/Haryanvi comparison,"Aalahpur, Palwal Tehsil, Faridabad district, Haryana",,,,,,excluded comparison; not manually transcribed,,,1 dant,1 dant,1 dapt,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 21, item 9, BPL]",
wordlist cell,webster2024haryanvi,28,21,3,9,teeth,HTR,target,Taoru Haryanvi/Mewati,"Taoru, Gurgaon district, Haryana",1 d̪aṇṭ,1 d̪aṇṭ,d̪aṇṭ,1,,manual-scan,the source distinguishes dental underbar and retroflex underdot; retained as visible,,1 dant,1 dant,1 dapt,response,installed,,kaithal,sil-haryanvi-2024-htr,"webster2024haryanvi[Appendix A.3, printed p. 21, item 9, HTR]",silharyanvi2024:i009:htr:v01
wordlist cell,webster2024haryanvi,28,21,3,9,teeth,HLH,target,Loharu Haryanvi/Bagri,"Loharu, Mahendragarh district, Haryana",1 d̪aṇṭ,1 d̪aṇṭ,d̪aṇṭ,1,,manual-scan,the source distinguishes dental underbar and retroflex underdot; retained as visible,,1 dant,1 dant,1 dant,response,installed,,kaithal,sil-haryanvi-2024-hlh,"webster2024haryanvi[Appendix A.3, printed p. 21, item 9, HLH]",silharyanvi2024:i009:hlh:v01
wordlist cell,webster2024haryanvi,28,21,3,9,teeth,PBG,comparison,Kuthard Baghati Pahari comparison,"Kuthard, Kasali Tehsil, Solan district, Himachal Pradesh",,,,,,excluded comparison; not manually transcribed,,,1 dand,1 dand,1 dand,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 21, item 9, PBG]",
wordlist cell,webster2024haryanvi,28,21,3,9,teeth,HIN,comparison,Standard North Indian Hindustani comparison,North India; many sources,,,,,,excluded comparison; not manually transcribed,,,1 dat,1 dat,1 dät,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 21, item 9, HIN]",
wordlist cell,webster2024haryanvi,28,21,3,9,teeth,PUN,comparison,Standard Punjabi comparison,"Fatehgarh/Churian, Guridaspur district, Punjab",,,,,,excluded comparison; not manually transcribed,,,1 dand,1 dand,1 gand,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 21, item 9, PUN]",
wordlist cell,webster2024haryanvi,28,21,1,10,tongue,HRT,target,Rohtak Haryanvi/Bangru,"Rohtak, Rohtak district, Haryana",1 dʒib,1 dʒib,dʒib,1,,manual-scan,,,1 d3ib,,1 dzib,response,installed,,kaithal,sil-haryanvi-2024-hrt,"webster2024haryanvi[Appendix A.3, printed p. 21, item 10, HRT]",silharyanvi2024:i010:hrt:v01
wordlist cell,webster2024haryanvi,28,21,1,10,tongue,HJN,target,Jind Haryanvi,"Jind, Jind district, Haryana",1 dʒib,1 dʒib,dʒib,1,,manual-scan,,,1 d3ib,,1 d3ib,response,installed,,kaithal,sil-haryanvi-2024-hjn,"webster2024haryanvi[Appendix A.3, printed p. 21, item 10, HJN]",silharyanvi2024:i010:hjn:v01
wordlist cell,webster2024haryanvi,28,21,1,10,tongue,HFT,target,Fatehabad Haryanvi/Bagri,"Fatehabad, Hissar district, Haryana",1 dʒib,1 dʒib,dʒib,1,,manual-scan,,,1 d3tb,,1 d3tb,response,installed,,kaithal,sil-haryanvi-2024-hft,"webster2024haryanvi[Appendix A.3, printed p. 21, item 10, HFT]",silharyanvi2024:i010:hft:v01
wordlist cell,webster2024haryanvi,28,21,1,10,tongue,HNG,target,Dehar (Narayangarh) Haryanvi,"Dehar, Narayangarh Tehsil, Ambala district, Haryana",1 dʒib,1 dʒib,dʒib,1,,manual-scan,,,1 d3ib,,1 d3ib,response,installed,,kaithal,sil-haryanvi-2024-hng,"webster2024haryanvi[Appendix A.3, printed p. 21, item 10, HNG]",silharyanvi2024:i010:hng:v01
wordlist cell,webster2024haryanvi,28,21,1,10,tongue,BPL,comparison,Palwal Braj Bhasha/Haryanvi comparison,"Aalahpur, Palwal Tehsil, Faridabad district, Haryana",,,,,,excluded comparison; not manually transcribed,,,1 dzib,,1 d3ib,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 21, item 10, BPL]",
wordlist cell,webster2024haryanvi,28,21,1,10,tongue,HTR,target,Taoru Haryanvi/Mewati,"Taoru, Gurgaon district, Haryana",1 dʒib,1 dʒib,dʒib,1,,manual-scan,,,1 d3ib,,1 d3ib,response,installed,,kaithal,sil-haryanvi-2024-htr,"webster2024haryanvi[Appendix A.3, printed p. 21, item 10, HTR]",silharyanvi2024:i010:htr:v01
wordlist cell,webster2024haryanvi,28,21,1,10,tongue,HLH,target,Loharu Haryanvi/Bagri,"Loharu, Mahendragarh district, Haryana",1 dʒib,1 dʒib,dʒib,1,,manual-scan,,,1 dzib,,1 dzib,response,installed,,kaithal,sil-haryanvi-2024-hlh,"webster2024haryanvi[Appendix A.3, printed p. 21, item 10, HLH]",silharyanvi2024:i010:hlh:v01
wordlist cell,webster2024haryanvi,28,21,1,10,tongue,PBG,comparison,Kuthard Baghati Pahari comparison,"Kuthard, Kasali Tehsil, Solan district, Himachal Pradesh",,,,,,excluded comparison; not manually transcribed,,,1 d3ib,,1 dzib,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 21, item 10, PBG]",
wordlist cell,webster2024haryanvi,28,21,1,10,tongue,HIN,comparison,Standard North Indian Hindustani comparison,North India; many sources,,,,,,excluded comparison; not manually transcribed,,,1 dzib*,,1 dz3ib*,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 21, item 10, HIN]",
wordlist cell,webster2024haryanvi,28,21,1,10,tongue,PUN,comparison,Standard Punjabi comparison,"Fatehgarh/Churian, Guridaspur district, Punjab",,,,,,excluded comparison; not manually transcribed,,,1 dsgib /2 dgeban,,1 dgib 12 dásban,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 21, item 10, PUN]",
wordlist cell,webster2024haryanvi,28,21,2,11,breast,HRT,target,Rohtak Haryanvi/Bangru,"Rohtak, Rohtak district, Haryana",1 tʃutʃi,1 tʃutʃi,tʃutʃi,1,,manual-scan,printed blanks confirmed visually,,1 tfutft,1 tfutft,1 tfutfi,response,installed,,kaithal,sil-haryanvi-2024-hrt,"webster2024haryanvi[Appendix A.3, printed p. 21, item 11, HRT]",silharyanvi2024:i011:hrt:v01
wordlist cell,webster2024haryanvi,28,21,2,11,breast,HJN,target,Jind Haryanvi,"Jind, Jind district, Haryana",[blank],[blank],,,,manual-scan,printed blanks confirmed visually,,,,,blank,excluded,source cell is visibly blank,kaithal,sil-haryanvi-2024-hjn,"webster2024haryanvi[Appendix A.3, printed p. 21, item 11, HJN]",
wordlist cell,webster2024haryanvi,28,21,2,11,breast,HFT,target,Fatehabad Haryanvi/Bagri,"Fatehabad, Hissar district, Haryana",1 tʃatʃi /2 boba,1 tʃatʃi /2 boba,tʃatʃi | boba,1 | 2, | ,manual-scan,printed blanks confirmed visually,,1 tfatst 2 boba,1 tfatst 2 boba,1 tfatfi 12 boba,response,installed,,kaithal,sil-haryanvi-2024-hft,"webster2024haryanvi[Appendix A.3, printed p. 21, item 11, HFT]",silharyanvi2024:i011:hft:v01 | silharyanvi2024:i011:hft:v02
wordlist cell,webster2024haryanvi,28,21,2,11,breast,HNG,target,Dehar (Narayangarh) Haryanvi,"Dehar, Narayangarh Tehsil, Ambala district, Haryana",1 tʃutʃi /3 d̪udʰi,1 tʃutʃi /3 d̪udʰi,tʃutʃi | d̪udʰi,1 | 3, | ,manual-scan,printed blanks confirmed visually,,1 tfutfi /3 gughi,1 tfutfi /3 gughi,1 tfutfi 73 gugħi,response,installed,,kaithal,sil-haryanvi-2024-hng,"webster2024haryanvi[Appendix A.3, printed p. 21, item 11, HNG]",silharyanvi2024:i011:hng:v01 | silharyanvi2024:i011:hng:v02
wordlist cell,webster2024haryanvi,28,21,2,11,breast,BPL,comparison,Palwal Braj Bhasha/Haryanvi comparison,"Aalahpur, Palwal Tehsil, Faridabad district, Haryana",,,,,,excluded comparison; not manually transcribed,,,,,,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 21, item 11, BPL]",
wordlist cell,webster2024haryanvi,28,21,2,11,breast,HTR,target,Taoru Haryanvi/Mewati,"Taoru, Gurgaon district, Haryana",1 tʃatʃi,1 tʃatʃi,tʃatʃi,1,,manual-scan,printed blanks confirmed visually,,1 tfatfi,1 tfatfi,1 tfatfi,response,installed,,kaithal,sil-haryanvi-2024-htr,"webster2024haryanvi[Appendix A.3, printed p. 21, item 11, HTR]",silharyanvi2024:i011:htr:v01
wordlist cell,webster2024haryanvi,28,21,2,11,breast,HLH,target,Loharu Haryanvi/Bagri,"Loharu, Mahendragarh district, Haryana",[blank],[blank],,,,manual-scan,printed blanks confirmed visually,,,,,blank,excluded,source cell is visibly blank,kaithal,sil-haryanvi-2024-hlh,"webster2024haryanvi[Appendix A.3, printed p. 21, item 11, HLH]",
wordlist cell,webster2024haryanvi,28,21,2,11,breast,PBG,comparison,Kuthard Baghati Pahari comparison,"Kuthard, Kasali Tehsil, Solan district, Himachal Pradesh",,,,,,excluded comparison; not manually transcribed,,,1 tfati,1 tfati,1 tfati,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 21, item 11, PBG]",
wordlist cell,webster2024haryanvi,28,21,2,11,breast,HIN,comparison,Standard North Indian Hindustani comparison,North India; many sources,,,,,,excluded comparison; not manually transcribed,,,1 stri ka tfati,1 stri ka tfati,1 stri ka tfati,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 21, item 11, HIN]",
wordlist cell,webster2024haryanvi,28,21,2,11,breast,PUN,comparison,Standard Punjabi comparison,"Fatehgarh/Churian, Guridaspur district, Punjab",,,,,,excluded comparison; not manually transcribed,,,2 bob-a,2 bob-a,2 bob.a,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 21, item 11, PUN]",
