Sv,,tusoo,you (plural),,,,"knobloch2020sauji[p. 20, Table 6, Accusative 2pl];knobloch2020sauji[p. 22, example (32) word 3, data 36_S_100213];knobloch2020sauji[p. 32, example (59) word 2, data 36_S_100213];knobloch2020sauji[p. 34, example (67) word 2, data 36_S_100213]",,,knobloch2020sauji:t6:Accusative:2pl:1,,,,acc 2pl pron personal dialect:Sv:HKAT-sdg:Sau
Sv,,mi,I,,,,"knobloch2020sauji[p. 20, Table 6, Ergative/Genitive 1sg];knobloch2020sauji[p. 27, example (47) word 1, data 51_FR_170405];knobloch2020sauji[p. 30, example (51) word 1, data 36_S_100213];knobloch2020sauji[p. 31, example (57) word 2, data 46_FS_100213];knobloch2020sauji[p. 31, example (58) word 1, data 17_NU_000613]",,,knobloch2020sauji:t6:Ergative/Genitive:1sg:1,,,,erg gen 1sg pron personal dialect:Sv:HKAT-sdg:Sau
Sv,,či,you (singular),,,,"knobloch2020sauji[p. 20, Table 6, Ergative/Genitive 2sg];knobloch2020sauji[p. 20, example (25) word 1, data 36_S_100213];knobloch2020sauji[p. 22, example (31) word 1, data 36_S_100213];knobloch2020sauji[p. 34, example (69) word 1, data 36_S_100213]",,,knobloch2020sauji:t6:Ergative/Genitive:2sg:1,,,,erg gen 2sg pron personal dialect:Sv:HKAT-sdg:Sau
Sv,,tusi,you (plural),,,,"knobloch2020sauji[p. 20, Table 6, Ergative/Genitive 2pl]",,,knobloch2020sauji:t6:Ergative/Genitive:2pl:1,,,,erg gen 2pl pron personal dialect:Sv:HKAT-sdg:Sau
Sv,,ason,we,,,,"knobloch2020sauji[p. 20, Table 6, Postpositional 1pl]",,,knobloch2020sauji:t6:Postpositional:1pl:1,,,,postp 1pl pron personal dialect:Sv:HKAT-sdg:Sau
Sv,,tuson,you (plural),,,,"knobloch2020sauji[p. 20, Table 6, Postpositional 2pl]",,,knobloch2020sauji:t6:Postpositional:2pl:1,,,,postp 2pl pron personal dialect:Sv:HKAT-sdg:Sau
Sv,,la,this,,,dative and postpositional paradigm reproduced from Buddruss (1967: 41-43),"knobloch2020sauji[p. 21, Table 7, nom prox.det.sg];knobloch2020sauji[p. 21, Table 7, acc prox.det.sg];knobloch2020sauji[p. 22, Table 8, dat prox.det.sg];buddruss1967sau[pp. 41-43];knobloch2020sauji[p. 22, Table 8, postp prox.det.sg];knobloch2020sauji[p. 21, example (26) word 2, data 36_S_100213];knobloch2020sauji[p. 21, example (27) word 2, data 36_S_100213];knobloch2020sauji[p. 22, example (28)a word 1, data 56_FR_170403];knobloch2020sauji[p. 23, example (36) word 1, data 3_MOZ_000425];knobloch2020sauji[p. 32, example (61) word 1, data 19_NU_000819]",,,knobloch2020sauji:t7:nom:prox.det.sg:1,,,,nom prox demonstrative sg determiner dialect:Sv:HKAT-sdg:Sau acc dat postp obl
Sv,,le,this (plural),,,,"knobloch2020sauji[p. 21, Table 7, nom prox.det.pl]",,,knobloch2020sauji:t7:nom:prox.det.pl:1,,,,nom prox demonstrative pl determiner dialect:Sv:HKAT-sdg:Sau
Sv,,la,"he, she, it (proximate)",,,,"knobloch2020sauji[p. 21, Table 7, nom prox.pron.sg];knobloch2020sauji[p. 22, example (28)b word 1, data 36_S_100213];knobloch2020sauji[p. 32, example (59) word 1, data 36_S_100213];knobloch2020sauji[p. 34, example (67) word 1, data 36_S_100213]",,,knobloch2020sauji:t7:nom:prox.pron.sg:1,,,,nom prox demonstrative sg pron 3sg dialect:Sv:HKAT-sdg:Sau
Sv,,le,they (proximate),,,,"knobloch2020sauji[p. 21, Table 7, nom prox.pron.pl]",,,knobloch2020sauji:t7:nom:prox.pron.pl:1,,,,nom prox demonstrative pl pron 3pl dialect:Sv:HKAT-sdg:Sau
Sv,,se,that,,,,"knobloch2020sauji[p. 21, Table 7, nom rem.det.sg];knobloch2020sauji[p. 16, example (6)a word 1, data 56_FR_170403]",,,knobloch2020sauji:t7:nom:rem.det.sg:1,,,,nom dist demonstrative sg determiner dialect:Sv:HKAT-sdg:Sau
Sv,,se,that (plural),,,,"knobloch2020sauji[p. 21, Table 7, nom rem.det.pl]",,,knobloch2020sauji:t7:nom:rem.det.pl:1,,,,nom dist demonstrative pl determiner dialect:Sv:HKAT-sdg:Sau
Sv,,se,"he, she, it (remote)",,,,"knobloch2020sauji[p. 21, Table 7, nom rem.pron.sg];knobloch2020sauji[p. 19, example (18) word 1, data 36_S_100213];knobloch2020sauji[p. 22, example (29) word 1, data 46_FS_100213];knobloch2020sauji[p. 22, example (30) word 1, data 46_FS_100213];knobloch2020sauji[p. 25, example (37) word 7, data 10_MAN_000512];knobloch2020sauji[p. 34, example (70) word 1, data 46_FS_100213];knobloch2020sauji[p. 36, example (75) word 1, data 46_FS_100213];knobloch2020sauji[p. 50, example (90) word 7, data 10_MAN_000512];knobloch2020sauji[p. 50, example (92) word 4, data 10_MAN_000512]",,,knobloch2020sauji:t7:nom:rem.pron.sg:1,,,,nom dist demonstrative sg pron 3sg dialect:Sv:HKAT-sdg:Sau
Sv,,se,they (remote),,,,"knobloch2020sauji[p. 21, Table 7, nom rem.pron.pl]",,,knobloch2020sauji:t7:nom:rem.pron.pl:1,,,,nom dist demonstrative pl pron 3pl dialect:Sv:HKAT-sdg:Sau
