loke_chhosher,,semmo,fingernail,,semmo,Source lexical-similarity group 1,khadgi-marcuson-marcuson2021mustang[p. 128],,,mustang:24:loke_chhosher:1
loke_ghiling,,semo,fingernail,,semo,Source lexical-similarity group 1,khadgi-marcuson-marcuson2021mustang[p. 128],,,mustang:24:loke_ghiling:1
loke_jharkot,,sermo,fingernail,,sermo,Source lexical-similarity group 1,khadgi-marcuson-marcuson2021mustang[p. 128],,,mustang:24:loke_jharkot:1
loke_kagbeni,,sermo,fingernail,,sermo,Source lexical-similarity group 1,khadgi-marcuson-marcuson2021mustang[p. 128],,,mustang:24:loke_kagbeni:1
loke_lo_manthang,,kaŋba,foot,,kaŋba,Source lexical-similarity group 1,khadgi-marcuson-marcuson2021mustang[p. 128],,,mustang:25:loke_lo_manthang:1
loke_ghiling,,kaŋba,foot,,kaŋba,Source lexical-similarity group 1,khadgi-marcuson-marcuson2021mustang[p. 128],,,mustang:25:loke_ghiling:1
loke_chhosher,,kaŋba,foot,,kaŋba,Source lexical-similarity group 1,khadgi-marcuson-marcuson2021mustang[p. 128],,,mustang:25:loke_chhosher:1
loke_jharkot,,kaŋba,foot,,kaŋba,Source lexical-similarity group 1,khadgi-marcuson-marcuson2021mustang[p. 128],,,mustang:25:loke_jharkot:1
loke_kagbeni,,kaŋba,foot,,kaŋba,Source lexical-similarity group 1,khadgi-marcuson-marcuson2021mustang[p. 128],,,mustang:25:loke_kagbeni:1
loke_lo_manthang,,ɲæ̤tõa,calf,,ɲæ̤tõa,Source lexical-similarity group 1,khadgi-marcuson-marcuson2021mustang[p. 128],,,mustang:26:loke_lo_manthang:1
loke_jharkot,,ɲæ̤ldõã,calf,,ɲæ̤ldõã,Source lexical-similarity group 1,khadgi-marcuson-marcuson2021mustang[p. 128],,,mustang:26:loke_jharkot:1
loke_kagbeni,,ɲæ̤ldõã,calf,,ɲæ̤ldõã,Source lexical-similarity group 1,khadgi-marcuson-marcuson2021mustang[p. 128],,,mustang:26:loke_kagbeni:1
loke_ghiling,,ɲæ̤kaŋ,calf,,ɲæ̤kaŋ,Source lexical-similarity group 2,khadgi-marcuson-marcuson2021mustang[p. 128],,,mustang:26:loke_ghiling:1
loke_chhosher,,ɲæ̤rkãː,calf,,ɲæ̤rkãː,Source lexical-similarity group 2,khadgi-marcuson-marcuson2021mustang[p. 128],,,mustang:26:loke_chhosher:1
loke_jharkot,,ɲæ̤ː,calf,,ɲæ̤ː,Source lexical-similarity group 4,khadgi-marcuson-marcuson2021mustang[p. 128],,,mustang:26:loke_jharkot:2
loke_jharkot,,laɕa,thigh,,laɕa,Source lexical-similarity group 1,khadgi-marcuson-marcuson2021mustang[p. 128],,,mustang:27:loke_jharkot:1
loke_kagbeni,,laɕa,thigh,,laɕa,Source lexical-similarity group 1,khadgi-marcuson-marcuson2021mustang[p. 128],,,mustang:27:loke_kagbeni:1
loke_lo_manthang,,laja,thigh,,laja,Source lexical-similarity group 1,khadgi-marcuson-marcuson2021mustang[p. 129],,,mustang:27:loke_lo_manthang:1
loke_chhosher,,laja,thigh,,laja,Source lexical-similarity group 1,khadgi-marcuson-marcuson2021mustang[p. 129],,,mustang:27:loke_chhosher:1
loke_ghiling,,laʒa,thigh,,laʒa,Source lexical-similarity group 1,khadgi-marcuson-marcuson2021mustang[p. 129],,,mustang:27:loke_ghiling:1
